notification_id,user_id,type_id,channel_id,message,status,created_at,last_update_date
564,user_id_9119,820,699,message_3087,,2026-06-16 21:32:00,2026-07-19 13:07:00
981,user_id_2767,812,22,message_3066,,2026-03-21 20:32:00,2026-01-08 06:15:00
54,user_id_6605,440,1000,message_1131,,2026-08-12 00:18:00,2026-05-26 00:05:00
780,user_id_8027,254,633,message_3498,,2026-09-19 14:15:00,2026-05-24 12:55:00
270,user_id_5052,683,841,message_8031,,2026-04-13 00:45:00,2026-02-23 07:46:00
515,user_id_3968,194,876,message_3436,,2026-04-28 12:08:00,2026-07-25 10:17:00
197,user_id_3395,437,19,message_4270,,2026-02-16 10:24:00,2026-07-29 01:19:00
717,user_id_4791,228,345,message_7980,,2026-09-03 10:32:00,2026-08-08 05:03:00
312,user_id_2803,276,373,message_5596,,2026-06-30 07:26:00,2026-05-07 19:57:00
49,user_id_3977,42,1,message_1854,,2026-12-06 08:20:00,2026-04-19 18:30:00
287,user_id_2650,442,190,message_5133,,2026-09-09 20:21:00,2026-06-05 12:06:00
686,user_id_1223,700,566,message_3134,,2026-06-19 20:47:00,2026-07-06 08:49:00
604,user_id_9664,620,381,message_4903,,2026-11-29 17:13:00,2026-10-27 21:05:00
909,user_id_2742,134,645,message_2971,,2026-01-23 03:58:00,2026-12-02 15:12:00
722,user_id_8303,948,102,message_2226,,2026-10-08 04:21:00,2026-06-05 08:30:00
780,user_id_4309,547,739,message_3517,,2026-01-23 13:12:00,2026-08-04 02:45:00
259,user_id_6690,917,375,message_8347,,2026-11-20 07:07:00,2026-08-12 11:30:00
430,user_id_9581,954,976,message_9255,,2026-01-12 14:38:00,2026-05-22 07:08:00
297,user_id_1744,979,580,message_1996,,2026-12-22 15:47:00,2026-07-24 00:43:00
546,user_id_9412,995,77,message_3711,,2026-08-14 01:24:00,2026-10-15 21:25:00
622,user_id_5448,212,189,message_1058,,2026-03-24 03:13:00,2026-11-01 07:00:00
901,user_id_9401,467,516,message_9602,,2026-05-13 18:54:00,2026-04-23 18:45:00
275,user_id_2951,176,230,message_1747,,2026-10-01 16:18:00,2026-01-22 05:09:00
965,user_id_5550,950,137,message_5430,,2026-01-28 05:15:00,2026-04-19 02:07:00
2,user_id_6692,648,620,message_7047,,2026-06-16 11:45:00,2026-10-09 17:46:00
137,user_id_7690,920,627,message_5831,,2026-06-16 10:40:00,2026-01-06 20:14:00
749,user_id_5582,181,263,message_1256,,2026-10-04 06:55:00,2026-10-26 12:46:00
764,user_id_7258,969,670,message_5216,,2026-11-18 05:38:00,2026-10-10 15:52:00
453,user_id_4614,333,276,message_4341,,2026-10-26 05:51:00,2026-07-22 13:28:00
238,user_id_8109,378,152,message_8848,,2026-02-18 00:11:00,2026-08-24 14:52:00
884,user_id_3885,194,584,message_9036,,2026-04-04 05:18:00,2026-01-11 18:10:00
907,user_id_3911,838,404,message_4077,,2026-02-05 13:04:00,2026-08-07 16:29:00
931,user_id_7594,103,742,message_9630,,2026-03-13 08:48:00,2026-01-08 04:06:00
387,user_id_7291,22,113,message_1222,,2026-11-26 10:08:00,2026-05-08 11:17:00
147,user_id_1221,812,990,message_1153,,2026-02-25 02:47:00,2026-06-24 07:05:00
208,user_id_3281,492,778,message_8279,,2026-03-25 18:21:00,2026-09-03 13:15:00
58,user_id_9905,709,274,message_9906,,2026-03-05 09:52:00,2026-01-23 12:34:00
304,user_id_2680,524,908,message_7804,,2026-03-14 09:58:00,2026-04-25 09:14:00
438,user_id_7314,151,362,message_5699,,2026-04-27 06:24:00,2026-12-19 07:52:00
924,user_id_2841,504,174,message_2804,,2026-04-25 12:18:00,2026-07-02 11:39:00
342,user_id_2939,370,946,message_2389,,2026-01-24 04:09:00,2026-04-02 22:33:00
343,user_id_3971,696,436,message_3461,,2026-12-09 06:19:00,2026-11-16 18:22:00
897,user_id_2702,278,939,message_9179,,2026-12-05 20:59:00,2026-05-17 07:51:00
79,user_id_1035,883,956,message_3435,,2026-12-02 13:20:00,2026-03-17 21:28:00
739,user_id_8838,835,69,message_2854,,2026-10-23 22:46:00,2026-05-23 13:05:00
331,user_id_3089,187,786,message_7308,,2026-06-30 19:31:00,2026-08-07 00:44:00
997,user_id_7782,617,813,message_6463,,2026-03-13 05:58:00,2026-05-06 21:26:00
563,user_id_9144,552,547,message_9070,,2026-10-01 02:52:00,2026-04-28 21:05:00
595,user_id_7911,540,592,message_4593,,2026-12-26 11:15:00,2026-07-05 09:13:00
872,user_id_1281,372,572,message_8764,,2026-03-10 12:03:00,2026-06-28 20:54:00
870,user_id_3283,302,472,message_3361,,2026-10-10 22:15:00,2026-04-18 16:03:00
765,user_id_3257,121,986,message_3344,,2026-07-14 08:01:00,2026-12-23 22:23:00
56,user_id_2736,679,596,message_2208,,2026-09-03 04:55:00,2026-03-22 09:09:00
375,user_id_3314,81,251,message_2262,,2026-01-08 03:53:00,2026-08-02 13:48:00
187,user_id_8696,762,144,message_9641,,2026-12-24 18:30:00,2026-07-31 08:21:00
455,user_id_1216,294,114,message_3554,,2026-02-01 05:02:00,2026-11-06 14:32:00
165,user_id_1178,406,853,message_7940,,2026-12-15 23:35:00,2026-12-31 17:58:00
586,user_id_9222,314,727,message_4724,,2026-08-05 14:17:00,2026-02-18 01:24:00
974,user_id_3050,761,217,message_7560,,2026-11-13 10:14:00,2026-07-20 14:52:00
764,user_id_2264,837,710,message_8674,,2026-09-02 19:41:00,2026-11-25 21:52:00
390,user_id_3700,56,823,message_7086,,2026-11-28 22:12:00,2026-05-19 12:06:00
