fraud_request_id,user_id,request_datetime,reason
117,user_id_6460,2026-06-24 21:46:00,reason_1477
853,user_id_3877,2026-04-10 19:53:00,reason_6536
945,user_id_8849,2026-08-31 10:41:00,reason_3224
494,user_id_3545,2026-11-18 23:57:00,reason_9797
918,user_id_6490,2026-08-25 22:59:00,reason_1917
856,user_id_9537,2026-06-04 03:46:00,reason_6169
569,user_id_9779,2026-01-10 15:36:00,reason_6434
819,user_id_6793,2026-02-03 13:17:00,reason_1510
348,user_id_7147,2026-11-18 02:53:00,reason_3719
585,user_id_7382,2026-04-07 04:07:00,reason_6050
723,user_id_6152,2026-12-30 10:17:00,reason_7780
89,user_id_9143,2026-05-02 20:28:00,reason_5958
222,user_id_9603,2026-06-04 14:07:00,reason_7131
804,user_id_1612,2026-04-14 11:28:00,reason_9290
26,user_id_8907,2026-09-14 13:12:00,reason_6572
946,user_id_8921,2026-09-26 18:49:00,reason_6363
147,user_id_2609,2026-09-23 06:08:00,reason_4361
742,user_id_1598,2026-08-24 21:45:00,reason_9558
119,user_id_1067,2026-06-09 10:43:00,reason_2426
342,user_id_8649,2026-01-24 12:33:00,reason_6119
24,user_id_6114,2026-11-24 15:20:00,reason_4285
198,user_id_5695,2026-05-23 02:20:00,reason_8227
688,user_id_2927,2026-05-20 13:10:00,reason_5483
118,user_id_1249,2026-11-16 02:32:00,reason_2677
212,user_id_9888,2026-06-30 02:20:00,reason_5440
145,user_id_5641,2026-10-21 16:10:00,reason_2167
319,user_id_6549,2026-10-04 23:03:00,reason_3131
30,user_id_8712,2026-12-12 10:06:00,reason_7284
56,user_id_2410,2026-08-07 21:11:00,reason_8304
632,user_id_6826,2026-06-09 19:52:00,reason_4246
731,user_id_9740,2026-02-10 23:36:00,reason_3159
96,user_id_8672,2026-02-19 23:19:00,reason_8625
482,user_id_4796,2026-04-25 13:55:00,reason_5227
935,user_id_6954,2026-07-20 14:44:00,reason_6412
808,user_id_6320,2026-08-22 00:01:00,reason_2070
487,user_id_2849,2026-06-30 00:29:00,reason_3798
