org_id,org_name,street,city_name,state_id,zip_code,mission,web_url,phone,email,org_type,org_size,org_rating,is_collaborator,is_contributor,created_at,last_updated_at
ORG-00-000-038-357,Clean Water Project VA,2076 Maple St,Norfolk,ST-009,35242,Advancing equity and justice through advocacy and direct services.,https://www.org38.example.org,(322) 960-9779,contact@org38.example.org,for_profit,medium,4,TRUE,FALSE,2026-01-04 23:35:00,2026-01-15 04:35:00
ORG-00-000-039-114,Microfinance Partners IL,8851 Oak St,Naperville,ST-005,45954,Dedicated to improving lives through community-driven programs.,https://www.org39.example.org,(255) 766-5786,contact@org39.example.org,non_profit,small,,FALSE,TRUE,2025-07-22 06:18:00,2025-07-29 11:18:00
ORG-00-000-040-982,Legal Aid Society CA,1969 Pine St,San Diego,ST-001,18564,Connecting resources with communities to create lasting change.,https://www.org40.example.org,(703) 275-1878,contact@org40.example.org,non_profit,large,4,FALSE,TRUE,2026-01-27 15:28:00,2026-02-06 17:28:00
ORG-00-000-041-489,Sports for Youth FL,7353 Elm St,Miami,ST-004,87139,Connecting resources with communities to create lasting change.,https://www.org41.example.org,(512) 782-1986,contact@org41.example.org,non_profit,medium,5,FALSE,TRUE,2026-03-13 13:38:00,2026-04-02 01:38:00
ORG-00-000-042-518,Sports for Youth FL,9829 Park St,Tampa,ST-004,48175,Dedicated to improving lives through community-driven programs.,https://www.org42.example.org,(437) 495-5632,contact@org42.example.org,for_profit,medium,3,FALSE,FALSE,2026-05-05 02:10:00,2026-05-12 04:10:00
ORG-00-000-043-372,Medical Aid Society WA,1269 Main St,Tacoma,ST-010,31747,Creating pathways to self-sufficiency for vulnerable populations.,https://www.org43.example.org,(809) 966-5728,contact@org43.example.org,non_profit,medium,,TRUE,TRUE,2026-01-04 03:34:00,2026-01-11 13:34:00
ORG-00-000-044-126,Youth Empowerment League IL,3850 Maple St,Peoria,ST-005,85392,Strengthening communities through collaboration and partnership.,https://www.org44.example.org,(221) 983-5415,contact@org44.example.org,non_profit,large,4,TRUE,TRUE,2026-01-11 02:38:00,2026-01-12 08:38:00
ORG-00-000-045-518,Rural Development Trust GA,5360 Maple St,Augusta,ST-008,23710,Providing essential services to those in need across the nation.,https://www.org45.example.org,(537) 621-9117,contact@org45.example.org,non_profit,large,4,FALSE,FALSE,2025-09-01 18:27:00,2025-09-22 01:27:00
ORG-00-000-046-101,Homeless Outreach Program GA,8989 Park St,Atlanta,ST-008,64165,Dedicated to improving lives through community-driven programs.,https://www.org46.example.org,(392) 730-6927,contact@org46.example.org,non_profit,medium,4,FALSE,TRUE,2025-11-09 08:20:00,2025-11-12 20:20:00
ORG-00-000-047-745,Social Justice League IL,4020 Maple St,Springfield,ST-005,30758,Creating pathways to self-sufficiency for vulnerable populations.,https://www.org47.example.org,(764) 214-7684,contact@org47.example.org,non_profit,large,,FALSE,TRUE,2025-10-26 14:56:00,2025-11-17 21:56:00
ORG-00-000-048-583,Animal Rescue League TX,7583 Cedar St,Dallas,ST-002,28958,Connecting resources with communities to create lasting change.,https://www.org48.example.org,(395) 813-9327,contact@org48.example.org,for_profit,small,5,TRUE,FALSE,2026-02-11 22:18:00,2026-02-28 09:18:00
ORG-00-000-049-693,Homeless Outreach Program OH,8122 Pine St,Cincinnati,ST-007,29476,Supporting individuals and families on their journey to stability.,https://www.org49.example.org,(751) 695-6654,contact@org49.example.org,non_profit,large,5,FALSE,FALSE,2026-02-15 08:52:00,2026-02-15 12:52:00
ORG-00-000-050-584,Microfinance Partners FL,6346 Park St,Orlando,ST-004,96991,Providing essential services to those in need across the nation.,https://www.org50.example.org,(707) 237-3068,contact@org50.example.org,non_profit,medium,4,FALSE,FALSE,2026-03-20 12:14:00,2026-04-17 00:14:00
ORG-00-000-051-258,Green Earth Initiative GA,7792 Pine St,Atlanta,ST-008,44737,Advancing equity and justice through advocacy and direct services.,https://www.org51.example.org,(838) 909-7512,contact@org51.example.org,non_profit,large,5,FALSE,FALSE,2026-02-25 14:00:00,2026-03-20 16:00:00
ORG-00-000-052-170,Animal Rescue League OH,4808 Oak St,Cincinnati,ST-007,21846,Connecting resources with communities to create lasting change.,https://www.org52.example.org,(300) 978-2646,contact@org52.example.org,non_profit,medium,2,FALSE,TRUE,2026-04-17 22:56:00,2026-05-12 05:56:00
ORG-00-000-053-911,Elder Care Alliance CA,2885 Oak St,San Diego,ST-001,20350,Strengthening communities through collaboration and partnership.,https://www.org53.example.org,(591) 834-4945,contact@org53.example.org,non_profit,medium,4,TRUE,FALSE,2025-12-01 11:27:00,2025-12-05 14:27:00
ORG-00-000-054-261,Green Earth Initiative GA,7337 Elm St,Augusta,ST-008,87014,Creating pathways to self-sufficiency for vulnerable populations.,https://www.org54.example.org,(854) 634-5097,contact@org54.example.org,non_profit,medium,5,FALSE,FALSE,2026-05-08 00:57:00,2026-06-02 07:57:00
ORG-00-000-055-949,Homeless Outreach Program TX,6584 Elm St,Dallas,ST-002,11061,Strengthening communities through collaboration and partnership.,https://www.org55.example.org,(902) 996-1803,contact@org55.example.org,for_profit,medium,4,FALSE,FALSE,2025-12-13 18:22:00,2025-12-31 22:22:00
ORG-00-000-056-775,Substance Recovery Center FL,2340 Maple St,Tampa,ST-004,22735,Dedicated to improving lives through community-driven programs.,https://www.org56.example.org,(516) 651-1546,contact@org56.example.org,non_profit,medium,5,TRUE,TRUE,2025-09-21 20:12:00,2025-10-11 00:12:00
ORG-00-000-057-950,Veterans Support Group OH,4310 Pine St,Cleveland,ST-007,73156,Creating pathways to self-sufficiency for vulnerable populations.,https://www.org57.example.org,(964) 546-2886,contact@org57.example.org,non_profit,small,5,FALSE,TRUE,2025-09-11 04:50:00,2025-09-28 09:50:00
ORG-00-000-058-477,Substance Recovery Center OH,4395 Cedar St,Cincinnati,ST-007,59941,Advancing equity and justice through advocacy and direct services.,https://www.org58.example.org,(310) 891-4830,contact@org58.example.org,non_profit,medium,,FALSE,TRUE,2025-07-17 12:00:00,2025-07-25 20:00:00
ORG-00-000-059-518,Food Bank United WA,2390 Main St,Tacoma,ST-010,14877,Creating pathways to self-sufficiency for vulnerable populations.,https://www.org59.example.org,(704) 318-2592,contact@org59.example.org,non_profit,medium,4,FALSE,TRUE,2026-04-28 02:40:00,2026-05-24 09:40:00
ORG-00-000-060-730,Environmental Defense Fund VA,4683 Main St,Charlottesville,ST-009,58566,Building sustainable solutions for social challenges.,https://www.org60.example.org,(654) 655-4868,contact@org60.example.org,for_profit,small,5,FALSE,TRUE,2026-03-28 23:46:00,2026-04-02 05:46:00
ORG-00-000-061-193,Homeless Outreach Program PA,3575 Maple St,Philadelphia,ST-006,93819,Strengthening communities through collaboration and partnership.,https://www.org61.example.org,(221) 251-6464,contact@org61.example.org,non_profit,small,5,FALSE,TRUE,2025-12-21 08:12:00,2026-01-20 09:12:00
ORG-00-000-062-710,Hope Foundation VA,4642 Pine St,Virginia Beach,ST-009,28964,Providing essential services to those in need across the nation.,https://www.org62.example.org,(753) 456-3858,contact@org62.example.org,non_profit,large,3,TRUE,TRUE,2026-03-28 06:52:00,2026-04-24 09:52:00
ORG-00-000-063-863,Green Earth Initiative FL,7902 Park St,Tampa,ST-004,57453,Fostering innovation in social services delivery.,https://www.org63.example.org,(807) 311-8405,contact@org63.example.org,non_profit,large,4,TRUE,FALSE,2025-06-09 05:16:00,2025-06-10 07:16:00
ORG-00-000-064-210,Immigrant Support Center VA,7367 Main St,Norfolk,ST-009,20589,Advancing equity and justice through advocacy and direct services.,https://www.org64.example.org,(822) 351-2076,contact@org64.example.org,non_profit,medium,4,FALSE,FALSE,2026-01-21 20:01:00,2026-01-23 03:01:00
ORG-00-000-065-770,Digital Literacy Foundation OH,9133 Maple St,Cincinnati,ST-007,38183,Connecting resources with communities to create lasting change.,https://www.org65.example.org,(662) 433-7779,contact@org65.example.org,non_profit,medium,3,FALSE,TRUE,2026-01-19 16:38:00,2026-02-01 17:38:00
ORG-00-000-066-193,Youth Empowerment League OH,1627 Park St,Cincinnati,ST-007,22656,Advancing equity and justice through advocacy and direct services.,https://www.org66.example.org,(333) 769-1982,contact@org66.example.org,non_profit,medium,4,TRUE,TRUE,2026-05-07 08:23:00,2026-06-06 10:23:00
ORG-00-000-067-317,Medical Aid Society PA,8000 Oak St,Erie,ST-006,24184,Advancing equity and justice through advocacy and direct services.,https://www.org67.example.org,(769) 576-2882,contact@org67.example.org,for_profit,medium,4,FALSE,FALSE,2026-06-05 01:18:00,2026-06-24 05:18:00
ORG-00-000-068-379,Family Services Network WA,5162 Elm St,Seattle,ST-010,56009,Dedicated to improving lives through community-driven programs.,https://www.org68.example.org,(385) 346-7566,contact@org68.example.org,non_profit,medium,,FALSE,TRUE,2026-04-08 21:53:00,2026-05-01 01:53:00
ORG-00-000-069-895,Peace Building Institute VA,9868 Main St,Virginia Beach,ST-009,16895,Providing essential services to those in need across the nation.,https://www.org69.example.org,(361) 972-1815,contact@org69.example.org,non_profit,small,5,FALSE,TRUE,2025-12-10 13:29:00,2025-12-20 15:29:00
ORG-00-000-070-794,Substance Recovery Center GA,9817 Park St,Macon,ST-008,79066,Creating pathways to self-sufficiency for vulnerable populations.,https://www.org70.example.org,(246) 425-7475,contact@org70.example.org,for_profit,small,3,TRUE,FALSE,2025-10-18 06:48:00,2025-11-03 07:48:00
ORG-00-000-071-489,Nutrition Assistance Program NY,3870 Cedar St,Rochester,ST-003,83233,Advancing equity and justice through advocacy and direct services.,https://www.org71.example.org,(273) 606-1693,contact@org71.example.org,non_profit,medium,3,TRUE,TRUE,2025-10-27 10:07:00,2025-10-27 17:07:00
ORG-00-000-072-275,Workforce Development Center OH,7638 Pine St,Toledo,ST-007,57428,Empowering underserved communities with education and resources.,https://www.org72.example.org,(647) 308-4986,contact@org72.example.org,non_profit,medium,5,TRUE,FALSE,2026-05-30 20:26:00,2026-06-08 21:26:00
ORG-00-000-073-622,Tech for Good PA,5824 Elm St,Pittsburgh,ST-006,94599,Providing essential services to those in need across the nation.,https://www.org73.example.org,(441) 305-3399,contact@org73.example.org,non_profit,small,,TRUE,FALSE,2025-11-18 05:04:00,2025-12-04 15:04:00
ORG-00-000-074-678,Digital Literacy Foundation TX,5395 Pine St,Dallas,ST-002,92210,Advancing equity and justice through advocacy and direct services.,https://www.org74.example.org,(354) 650-2118,contact@org74.example.org,non_profit,medium,4,FALSE,FALSE,2026-04-18 15:29:00,2026-05-13 00:29:00
ORG-00-000-075-760,Youth Empowerment League PA,9833 Cedar St,Philadelphia,ST-006,60394,Supporting individuals and families on their journey to stability.,https://www.org75.example.org,(794) 767-1672,contact@org75.example.org,non_profit,large,4,FALSE,TRUE,2025-11-06 14:28:00,2025-11-07 14:28:00
ORG-00-000-076-761,Elder Care Alliance GA,741 Oak St,Savannah,ST-008,67377,Supporting individuals and families on their journey to stability.,https://www.org76.example.org,(736) 735-3600,contact@org76.example.org,non_profit,large,3,FALSE,FALSE,2025-07-02 14:06:00,2025-07-27 19:06:00
ORG-00-000-077-794,Women Empowerment Network WA,4755 Elm St,Seattle,ST-010,96057,Strengthening communities through collaboration and partnership.,https://www.org77.example.org,(353) 541-2335,contact@org77.example.org,non_profit,small,,TRUE,FALSE,2026-04-20 20:21:00,2026-04-23 01:21:00
ORG-00-000-078-932,Education First Trust OH,8724 Main St,Cleveland,ST-007,94675,Connecting resources with communities to create lasting change.,https://www.org78.example.org,(720) 570-1298,contact@org78.example.org,non_profit,small,5,TRUE,FALSE,2026-04-01 22:05:00,2026-04-11 06:05:00
ORG-00-000-079-889,Nutrition Assistance Program GA,8726 Main St,Savannah,ST-008,96760,Advancing equity and justice through advocacy and direct services.,https://www.org79.example.org,(984) 832-3147,contact@org79.example.org,non_profit,small,3,TRUE,FALSE,2025-09-24 04:09:00,2025-09-26 08:09:00
ORG-00-000-080-554,Workforce Development Center WA,4768 Pine St,Tacoma,ST-010,68841,Building sustainable solutions for social challenges.,https://www.org80.example.org,(746) 444-6070,contact@org80.example.org,for_profit,large,4,FALSE,TRUE,2026-06-05 14:02:00,2026-06-18 19:02:00
ORG-00-000-081-936,Tech for Good WA,2367 Pine St,Olympia,ST-010,42768,Dedicated to improving lives through community-driven programs.,https://www.org81.example.org,(856) 692-7081,contact@org81.example.org,non_profit,small,5,FALSE,FALSE,2026-01-23 09:49:00,2026-02-04 17:49:00
ORG-00-000-082-547,Youth Empowerment League IL,3737 Pine St,Chicago,ST-005,69130,Advancing equity and justice through advocacy and direct services.,https://www.org82.example.org,(227) 624-1872,contact@org82.example.org,non_profit,medium,,FALSE,TRUE,2026-06-26 05:17:00,2026-07-10 13:17:00
ORG-00-000-083-139,Literacy Now FL,7840 Maple St,Miami,ST-004,28191,Supporting individuals and families on their journey to stability.,https://www.org83.example.org,(659) 830-1086,contact@org83.example.org,for_profit,small,3,TRUE,TRUE,2025-11-11 03:53:00,2025-12-03 13:53:00
ORG-00-000-084-529,Community Garden Project WA,7589 Main St,Olympia,ST-010,24530,Supporting individuals and families on their journey to stability.,https://www.org84.example.org,(811) 748-1269,contact@org84.example.org,non_profit,medium,,FALSE,TRUE,2025-07-27 09:15:00,2025-08-05 10:15:00
ORG-00-000-085-469,Green Earth Initiative CA,8718 Cedar St,San Diego,ST-001,76496,Fostering innovation in social services delivery.,https://www.org85.example.org,(767) 220-7397,contact@org85.example.org,for_profit,small,4,FALSE,TRUE,2025-10-02 18:26:00,2025-10-08 04:26:00
ORG-00-000-086-852,Ocean Conservation Group CA,5547 Oak St,San Diego,ST-001,15811,Advancing equity and justice through advocacy and direct services.,https://www.org86.example.org,(759) 546-3868,contact@org86.example.org,for_profit,medium,5,FALSE,TRUE,2025-07-05 11:15:00,2025-07-28 21:15:00
ORG-00-000-087-306,Community Care Network NY,3368 Main St,Buffalo,ST-003,51365,Creating pathways to self-sufficiency for vulnerable populations.,https://www.org87.example.org,(727) 607-9897,contact@org87.example.org,non_profit,small,,FALSE,TRUE,2025-07-03 22:49:00,2025-08-03 05:49:00
ORG-00-000-088-495,Rural Development Trust CA,3160 Park St,San Diego,ST-001,75211,Advancing equity and justice through advocacy and direct services.,https://www.org88.example.org,(731) 473-2353,contact@org88.example.org,for_profit,small,5,FALSE,FALSE,2025-10-18 03:51:00,2025-10-29 09:51:00
ORG-00-000-089-834,Public Health Alliance VA,2830 Maple St,Norfolk,ST-009,68183,Advancing equity and justice through advocacy and direct services.,https://www.org89.example.org,(657) 243-6776,contact@org89.example.org,non_profit,medium,4,FALSE,FALSE,2025-11-12 03:05:00,2025-11-22 13:05:00
ORG-00-000-090-131,Medical Aid Society CA,7279 Main St,Los Angeles,ST-001,26545,Empowering underserved communities with education and resources.,https://www.org90.example.org,(441) 997-7001,contact@org90.example.org,non_profit,large,5,TRUE,TRUE,2026-05-10 20:25:00,2026-05-22 04:25:00
ORG-00-000-091-475,Refugee Support Alliance GA,5250 Maple St,Augusta,ST-008,46528,Building sustainable solutions for social challenges.,https://www.org91.example.org,(316) 226-4048,contact@org91.example.org,non_profit,medium,,FALSE,TRUE,2025-12-08 14:48:00,2025-12-10 23:48:00
ORG-00-000-092-175,Sports for Youth IL,2928 Maple St,Peoria,ST-005,68341,Empowering underserved communities with education and resources.,https://www.org92.example.org,(898) 527-6692,contact@org92.example.org,for_profit,medium,3,TRUE,TRUE,2025-09-18 19:18:00,2025-10-11 02:18:00
ORG-00-000-093-605,Bright Future Alliance NY,6012 Cedar St,Buffalo,ST-003,85009,Advancing equity and justice through advocacy and direct services.,https://www.org93.example.org,(678) 764-3126,contact@org93.example.org,non_profit,small,4,TRUE,FALSE,2025-12-03 16:14:00,2025-12-06 19:14:00
ORG-00-000-094-796,Senior Living Foundation GA,5744 Oak St,Macon,ST-008,82260,Strengthening communities through collaboration and partnership.,https://www.org94.example.org,(386) 986-3114,contact@org94.example.org,non_profit,large,4,TRUE,TRUE,2025-12-27 18:04:00,2025-12-31 23:04:00
ORG-00-000-095-631,Literacy Now NY,1392 Elm St,Rochester,ST-003,35729,Fostering innovation in social services delivery.,https://www.org95.example.org,(481) 328-5961,contact@org95.example.org,non_profit,small,5,FALSE,FALSE,2025-08-24 05:20:00,2025-09-22 16:20:00
ORG-00-000-096-142,Bright Future Alliance WA,1430 Main St,Tacoma,ST-010,94076,Strengthening communities through collaboration and partnership.,https://www.org96.example.org,(471) 866-4453,contact@org96.example.org,for_profit,medium,5,FALSE,TRUE,2025-08-27 21:39:00,2025-09-20 06:39:00
ORG-00-000-097-564,Green Earth Initiative VA,1081 Oak St,Norfolk,ST-009,67619,Connecting resources with communities to create lasting change.,https://www.org97.example.org,(695) 675-4342,contact@org97.example.org,non_profit,small,4,FALSE,TRUE,2026-04-25 09:30:00,2026-05-02 21:30:00
ORG-00-000-098-373,Sports for Youth PA,4161 Oak St,Erie,ST-006,22689,Dedicated to improving lives through community-driven programs.,https://www.org98.example.org,(497) 593-7850,contact@org98.example.org,non_profit,large,4,TRUE,TRUE,2025-08-06 11:32:00,2025-08-23 12:32:00
ORG-00-000-099-123,Youth Empowerment League WA,6542 Cedar St,Spokane,ST-010,69930,Building sustainable solutions for social challenges.,https://www.org99.example.org,(420) 797-6781,contact@org99.example.org,non_profit,small,4,FALSE,FALSE,2025-09-06 05:31:00,2025-09-22 12:31:00
ORG-00-000-100-370,Transportation Access Fund GA,6092 Pine St,Augusta,ST-008,62855,Advancing equity and justice through advocacy and direct services.,https://www.org100.example.org,(246) 610-1838,contact@org100.example.org,non_profit,small,,FALSE,TRUE,2026-03-02 00:54:00,2026-03-05 06:54:00
