user_id,prev_loc,curr_loc,last_updated_at
SID-00-000-061-427,SRID=4326;POINT(-78.621192 35.798359),SRID=4326;POINT(-78.634132 35.743888),2026-07-29 03:05:05
SID-00-000-062-434,SRID=4326;POINT(-76.373501 39.067707),SRID=4326;POINT(-76.393731 39.102725),2026-07-07 21:37:35
SID-00-000-063-441,,SRID=4326;POINT(-82.385522 28.004289),2026-06-08 06:54:53
SID-00-000-064-448,SRID=4326;POINT(-76.339124 36.911898),SRID=4326;POINT(-76.324051 36.925089),2026-05-28 00:50:18
SID-00-000-065-455,SRID=4326;POINT(-80.057782 40.475564),SRID=4326;POINT(-80.075931 40.459013),2026-03-19 14:59:11
SID-00-000-066-462,SRID=4326;POINT(-80.712201 35.208611),SRID=4326;POINT(-80.746629 35.169687),2026-06-01 04:26:27
SID-00-000-067-469,SRID=4326;POINT(-82.491595 28.060123),SRID=4326;POINT(-82.466278 28.071859),2026-07-04 08:52:56
SID-00-000-068-476,SRID=4326;POINT(-121.37601 38.546001),SRID=4326;POINT(-121.40618 38.507041),2026-03-22 23:28:20
SID-00-000-069-483,SRID=4326;POINT(-75.005949 39.80924),SRID=4326;POINT(-75.021556 39.851449),2026-06-29 08:35:52
SID-00-000-070-490,SRID=4326;POINT(-82.962905 39.841332),SRID=4326;POINT(-82.933694 39.846199),2026-06-26 11:12:17
SID-00-000-071-497,SRID=4326;POINT(-79.02203 43.013006),SRID=4326;POINT(-79.023542 42.99453),2026-04-17 15:25:44
SID-00-000-072-504,,SRID=4326;POINT(-76.555225 38.865342),2026-07-22 15:02:58
SID-00-000-073-511,SRID=4326;POINT(-80.968935 32.088834),SRID=4326;POINT(-81.005944 32.10822),2026-07-05 15:30:41
SID-00-000-074-518,SRID=4326;POINT(-121.546148 38.653565),SRID=4326;POINT(-121.501879 38.628956),2026-05-19 16:41:56
SID-00-000-075-525,SRID=4326;POINT(-82.519937 28.035005),SRID=4326;POINT(-82.476658 27.990046),2026-09-05 13:28:46
SID-00-000-076-532,,SRID=4326;POINT(-82.307328 27.984119),2026-08-15 12:02:40
SID-00-000-077-539,SRID=4326;POINT(-79.791145 37.355913),SRID=4326;POINT(-79.8042 37.36941),2026-03-05 15:20:07
SID-00-000-078-546,SRID=4326;POINT(-80.822437 35.348877),SRID=4326;POINT(-80.806902 35.354468),2026-05-03 11:43:09
SID-00-000-079-553,,SRID=4326;POINT(-82.901226 39.852488),2026-04-17 21:46:04
SID-00-000-080-560,,SRID=4326;POINT(-73.886409 42.645986),2026-04-03 23:10:24
SID-00-000-081-567,SRID=4326;POINT(-97.661118 30.286491),SRID=4326;POINT(-97.706096 30.25675),2026-03-31 09:08:20
SID-00-000-082-574,SRID=4326;POINT(-75.066405 39.970276),SRID=4326;POINT(-75.023848 39.977703),2026-07-20 04:17:01
SID-00-000-083-581,SRID=4326;POINT(-82.838705 39.842334),SRID=4326;POINT(-82.851428 39.8698),2026-07-14 03:39:46
SID-00-000-084-588,,SRID=4326;POINT(-81.018064 32.104599),2026-03-19 14:29:48
SID-00-000-085-595,SRID=4326;POINT(-121.615689 38.607068),SRID=4326;POINT(-121.563872 38.560305),2026-08-05 02:26:36
SID-00-000-086-602,SRID=4326;POINT(-121.773791 37.441559),SRID=4326;POINT(-121.80129 37.461773),2026-07-10 11:41:27
SID-00-000-087-609,SRID=4326;POINT(-80.720055 35.075179),SRID=4326;POINT(-80.758018 35.102781),2026-03-25 07:41:23
SID-00-000-088-616,SRID=4326;POINT(-81.244038 32.132722),SRID=4326;POINT(-81.220997 32.160934),2026-08-25 18:55:09
SID-00-000-089-623,SRID=4326;POINT(-76.318007 36.894112),SRID=4326;POINT(-76.281524 36.935133),2026-04-17 18:42:17
SID-00-000-090-630,SRID=4326;POINT(-81.275216 28.593998),SRID=4326;POINT(-81.244232 28.622805),2026-07-02 05:48:06
SID-00-000-091-637,SRID=4326;POINT(-76.47365 39.055241),SRID=4326;POINT(-76.515419 39.026808),2026-06-10 02:32:35
SID-00-000-092-644,SRID=4326;POINT(-81.037812 32.01101),SRID=4326;POINT(-81.074268 32.062234),2026-08-11 01:26:16
SID-00-000-093-651,SRID=4326;POINT(-121.539165 38.532301),SRID=4326;POINT(-121.587174 38.551658),2026-06-01 20:58:09
SID-00-000-094-658,SRID=4326;POINT(-96.764195 32.956763),SRID=4326;POINT(-96.722825 32.912041),2026-06-09 19:00:13
SID-00-000-095-665,SRID=4326;POINT(-80.831018 35.283941),SRID=4326;POINT(-80.80773 35.270894),2026-06-20 17:13:18
SID-00-000-096-672,SRID=4326;POINT(-82.387637 27.927834),SRID=4326;POINT(-82.422098 27.89021),2026-03-25 07:16:08
SID-00-000-097-679,SRID=4326;POINT(-97.601267 30.358149),SRID=4326;POINT(-97.62967 30.356315),2026-06-01 07:36:14
SID-00-000-098-686,SRID=4326;POINT(-96.907286 32.701979),SRID=4326;POINT(-96.879804 32.747923),2026-05-21 21:00:49
SID-00-000-099-693,SRID=4326;POINT(-121.55115 38.532856),SRID=4326;POINT(-121.527041 38.561705),2026-04-16 02:44:58
SID-00-000-100-700,,SRID=4326;POINT(-81.450394 28.602853),2026-07-08 04:56:58
SID-00-000-101-707,,SRID=4326;POINT(-78.839133 42.764533),2026-05-29 04:22:38
SID-00-000-102-714,SRID=4326;POINT(-121.442818 38.736877),SRID=4326;POINT(-121.421333 38.717896),2026-06-21 22:22:23
SID-00-000-103-721,,SRID=4326;POINT(-84.299295 33.737566),2026-04-18 19:02:52
SID-00-000-104-728,SRID=4326;POINT(-81.701958 41.592893),SRID=4326;POINT(-81.713241 41.565108),2026-05-24 11:29:40
SID-00-000-105-735,,SRID=4326;POINT(-82.972382 39.866181),2026-08-19 02:54:56
SID-00-000-106-742,,SRID=4326;POINT(-84.486754 33.745027),2026-05-28 22:31:56
SID-00-000-107-749,,SRID=4326;POINT(-121.793991 37.374667),2026-08-25 10:44:13
SID-00-000-108-756,SRID=4326;POINT(-82.379452 28.050155),SRID=4326;POINT(-82.43747 28.076595),2026-03-07 05:31:00
SID-00-000-109-763,,SRID=4326;POINT(-73.761696 42.607823),2026-07-02 12:28:22
SID-00-000-110-770,SRID=4326;POINT(-81.576814 41.529044),SRID=4326;POINT(-81.562398 41.527892),2026-05-21 03:53:10
SID-00-000-111-777,SRID=4326;POINT(-80.762419 35.174398),SRID=4326;POINT(-80.768638 35.216976),2026-08-08 17:18:10
SID-00-000-112-784,SRID=4326;POINT(-75.017394 39.947908),SRID=4326;POINT(-75.056298 39.900823),2026-05-16 07:29:46
SID-00-000-113-791,SRID=4326;POINT(-76.410192 38.832721),SRID=4326;POINT(-76.4208 38.841184),2026-08-08 21:31:35
SID-00-000-114-798,SRID=4326;POINT(-78.614393 35.753919),SRID=4326;POINT(-78.605873 35.709484),2026-04-26 04:17:23
SID-00-000-115-805,SRID=4326;POINT(-73.618732 42.728938),SRID=4326;POINT(-73.66098 42.722268),2026-05-11 10:22:47
SID-00-000-116-812,,SRID=4326;POINT(-78.964538 42.789596),2026-07-02 00:38:41
SID-00-000-117-819,SRID=4326;POINT(-84.248462 33.756759),SRID=4326;POINT(-84.280962 33.806034),2026-07-09 19:29:09
SID-00-000-118-826,SRID=4326;POINT(-75.11283 39.883372),SRID=4326;POINT(-75.105471 39.914357),2026-04-26 18:56:38
SID-00-000-119-833,,SRID=4326;POINT(-96.885174 32.886238),2026-05-01 18:38:09
SID-00-000-120-840,SRID=4326;POINT(-80.956178 35.298661),SRID=4326;POINT(-80.9514 35.303638),2026-08-13 08:53:24
SID-00-000-121-847,SRID=4326;POINT(-97.799215 30.341378),SRID=4326;POINT(-97.815255 30.334256),2026-08-13 05:02:24
SID-00-000-122-854,SRID=4326;POINT(-80.012943 37.316751),SRID=4326;POINT(-80.022229 37.255685),2026-07-27 17:56:12
SID-00-000-123-861,SRID=4326;POINT(-96.952503 32.804225),SRID=4326;POINT(-96.907256 32.841997),2026-07-10 11:13:57
SID-00-000-124-868,,SRID=4326;POINT(-81.168745 31.961515),2026-04-27 15:36:40
SID-00-000-125-875,,SRID=4326;POINT(-81.372773 28.56879),2026-03-27 16:51:05
SID-00-000-126-882,,SRID=4326;POINT(-80.897853 35.221723),2026-06-28 00:12:18
SID-00-000-127-889,SRID=4326;POINT(-81.88454 41.386313),SRID=4326;POINT(-81.855084 41.415353),2026-08-15 16:51:32
SID-00-000-128-896,SRID=4326;POINT(-81.18546 32.14883),SRID=4326;POINT(-81.173369 32.165971),2026-05-18 07:11:36
SID-00-000-129-903,,SRID=4326;POINT(-76.996 38.80504),2026-04-18 03:24:50
SID-00-000-130-910,SRID=4326;POINT(-121.400517 38.517491),SRID=4326;POINT(-121.426378 38.548047),2026-04-27 11:34:30
SID-00-000-131-917,SRID=4326;POINT(-81.721677 41.682084),SRID=4326;POINT(-81.712761 41.634021),2026-07-29 16:01:04
SID-00-000-132-924,,SRID=4326;POINT(-78.765195 35.706472),2026-05-28 22:40:57
SID-00-000-133-931,SRID=4326;POINT(-78.741363 42.71618),SRID=4326;POINT(-78.773303 42.729496),2026-04-19 02:09:23
SID-00-000-134-938,SRID=4326;POINT(-73.908848 42.785694),SRID=4326;POINT(-73.856164 42.769133),2026-06-20 14:14:10
SID-00-000-135-945,,SRID=4326;POINT(-79.034928 43.007103),2026-06-15 17:08:45
SID-00-000-136-952,SRID=4326;POINT(-78.969059 42.879695),SRID=4326;POINT(-78.950221 42.830176),2026-08-24 00:45:47
SID-00-000-137-959,SRID=4326;POINT(-96.747043 32.692854),SRID=4326;POINT(-96.749689 32.705676),2026-04-24 15:01:47
SID-00-000-138-966,SRID=4326;POINT(-76.464548 39.042732),SRID=4326;POINT(-76.440528 39.025165),2026-07-27 02:55:46
SID-00-000-139-973,,SRID=4326;POINT(-76.672247 39.38766),2026-06-08 23:26:09
SID-00-000-140-980,,SRID=4326;POINT(-76.456772 39.25138),2026-06-30 05:44:55
SID-00-000-141-987,SRID=4326;POINT(-76.441161 38.963077),SRID=4326;POINT(-76.49638 38.969226),2026-06-01 19:58:58
SID-00-000-142-994,SRID=4326;POINT(-84.508478 33.739631),SRID=4326;POINT(-84.488607 33.671881),2026-05-26 01:13:12
SID-00-000-143-001,SRID=4326;POINT(-81.1211 31.975117),SRID=4326;POINT(-81.165945 31.962331),2026-09-14 05:05:23
SID-00-000-144-008,,SRID=4326;POINT(-82.437188 28.060596),2026-06-22 09:38:10
SID-00-000-145-015,,SRID=4326;POINT(-82.978066 39.960084),2026-06-16 15:29:31
SID-00-000-146-022,,SRID=4326;POINT(-76.305688 36.845701),2026-04-14 14:03:32
SID-00-000-147-029,SRID=4326;POINT(-78.801355 35.817505),SRID=4326;POINT(-78.741196 35.769603),2026-04-15 12:20:26
SID-00-000-148-036,SRID=4326;POINT(-81.561503 41.388045),SRID=4326;POINT(-81.568078 41.421063),2026-06-05 12:53:34
SID-00-000-149-043,SRID=4326;POINT(-96.64558 32.608526),SRID=4326;POINT(-96.667465 32.629103),2026-08-21 08:26:11
SID-00-000-150-050,SRID=4326;POINT(-82.611165 27.853655),SRID=4326;POINT(-82.592572 27.901362),2026-07-21 01:11:17
SID-00-000-151-057,SRID=4326;POINT(-76.368819 36.779509),SRID=4326;POINT(-76.332234 36.80145),2026-04-26 21:47:51
SID-00-000-152-064,SRID=4326;POINT(-78.959114 42.937135),SRID=4326;POINT(-78.910953 42.904813),2026-04-25 13:56:33
SID-00-000-153-071,SRID=4326;POINT(-78.992692 42.884251),SRID=4326;POINT(-78.981362 42.873307),2026-05-25 21:08:38
SID-00-000-154-078,SRID=4326;POINT(-82.480021 27.933033),SRID=4326;POINT(-82.469195 27.953282),2026-04-28 19:30:58
SID-00-000-155-085,,SRID=4326;POINT(-81.641766 41.60213),2026-09-10 22:46:29
SID-00-000-156-092,SRID=4326;POINT(-75.143376 39.915305),SRID=4326;POINT(-75.09285 39.973066),2026-05-27 20:33:49
SID-00-000-157-099,SRID=4326;POINT(-78.784819 42.800888),SRID=4326;POINT(-78.817865 42.766687),2026-04-30 21:51:17
SID-00-000-158-106,SRID=4326;POINT(-121.454161 38.737242),SRID=4326;POINT(-121.485087 38.716493),2026-03-16 15:33:34
SID-00-000-159-113,SRID=4326;POINT(-96.922399 32.733295),SRID=4326;POINT(-96.865533 32.683777),2026-07-18 20:22:08
SID-00-000-160-120,SRID=4326;POINT(-78.788604 42.803144),SRID=4326;POINT(-78.74934 42.829213),2026-04-22 07:04:59
SID-00-000-161-127,SRID=4326;POINT(-97.680486 30.183481),SRID=4326;POINT(-97.689461 30.190851),2026-04-26 18:24:02
SID-00-000-162-134,SRID=4326;POINT(-81.044781 32.008013),SRID=4326;POINT(-81.051049 31.969376),2026-07-27 18:04:59
SID-00-000-163-141,SRID=4326;POINT(-76.476313 38.894566),SRID=4326;POINT(-76.501433 38.929355),2026-06-25 03:27:46
SID-00-000-164-148,SRID=4326;POINT(-121.433861 38.527246),SRID=4326;POINT(-121.442725 38.523598),2026-08-03 19:49:00
SID-00-000-165-155,,SRID=4326;POINT(-80.050702 37.348725),2026-05-27 23:19:32
SID-00-000-166-162,,SRID=4326;POINT(-81.194652 32.203695),2026-05-25 02:28:35
SID-00-000-167-169,SRID=4326;POINT(-97.769659 30.118216),SRID=4326;POINT(-97.772696 30.112501),2026-06-15 00:09:07
SID-00-000-168-176,,SRID=4326;POINT(-76.585764 39.045279),2026-04-13 12:12:34
SID-00-000-169-183,,SRID=4326;POINT(-78.854011 42.917375),2026-04-30 16:01:23
SID-00-000-170-190,SRID=4326;POINT(-81.611171 41.54578),SRID=4326;POINT(-81.657726 41.562192),2026-05-10 16:58:56
SID-00-000-171-197,SRID=4326;POINT(-82.41489 27.968095),SRID=4326;POINT(-82.457253 27.926371),2026-06-14 22:21:50
SID-00-000-172-204,SRID=4326;POINT(-73.91578 42.810762),SRID=4326;POINT(-73.863222 42.758954),2026-07-09 20:26:21
SID-00-000-173-211,SRID=4326;POINT(-76.633186 39.373407),SRID=4326;POINT(-76.604682 39.344736),2026-07-15 22:45:47
SID-00-000-174-218,SRID=4326;POINT(-81.101417 32.121138),SRID=4326;POINT(-81.166272 32.149625),2026-06-15 17:05:32
SID-00-000-175-225,,SRID=4326;POINT(-76.737233 39.431309),2026-08-19 23:15:43
SID-00-000-176-232,SRID=4326;POINT(-81.50627 41.361138),SRID=4326;POINT(-81.567168 41.376326),2026-06-29 04:48:17
SID-00-000-177-239,,SRID=4326;POINT(-121.756269 37.403102),2026-04-06 14:55:32
SID-00-000-178-246,,SRID=4326;POINT(-73.641129 42.603688),2026-09-05 19:02:31
SID-00-000-179-253,SRID=4326;POINT(-81.322935 28.513035),SRID=4326;POINT(-81.340181 28.505111),2026-03-21 15:09:14
SID-00-000-180-260,SRID=4326;POINT(-78.515908 35.706885),SRID=4326;POINT(-78.508542 35.693932),2026-04-20 20:56:39
SID-00-000-181-267,SRID=4326;POINT(-84.418056 33.735615),SRID=4326;POINT(-84.470366 33.725834),2026-04-10 03:46:57
SID-00-000-182-274,SRID=4326;POINT(-78.928726 42.927289),SRID=4326;POINT(-78.919927 42.953043),2026-06-16 21:04:37
SID-00-000-183-281,SRID=4326;POINT(-78.653698 35.941266),SRID=4326;POINT(-78.618107 35.895545),2026-07-17 03:46:31
SID-00-000-184-288,SRID=4326;POINT(-76.658796 39.072462),SRID=4326;POINT(-76.630026 39.090441),2026-05-08 23:30:06
SID-00-000-185-295,,SRID=4326;POINT(-84.289138 33.739674),2026-08-08 11:59:44
SID-00-000-186-302,SRID=4326;POINT(-81.431667 28.490251),SRID=4326;POINT(-81.474908 28.523783),2026-05-08 10:34:44
SID-00-000-187-309,SRID=4326;POINT(-80.973798 32.09101),SRID=4326;POINT(-80.981113 32.052115),2026-05-27 06:42:08
SID-00-000-188-316,SRID=4326;POINT(-81.526457 28.649428),SRID=4326;POINT(-81.515401 28.595855),2026-08-06 07:13:14
SID-00-000-189-323,,SRID=4326;POINT(-81.333714 28.5321),2026-07-18 15:42:18
SID-00-000-190-330,,SRID=4326;POINT(-73.754389 42.555861),2026-04-06 00:44:15
SID-00-000-191-337,SRID=4326;POINT(-83.124156 40.069213),SRID=4326;POINT(-83.071552 40.07459),2026-05-16 09:27:53
SID-00-000-192-344,,SRID=4326;POINT(-82.597854 27.983105),2026-05-21 12:43:57
SID-00-000-193-351,SRID=4326;POINT(-80.995065 32.128542),SRID=4326;POINT(-80.979183 32.176295),2026-04-03 10:36:23
SID-00-000-194-358,SRID=4326;POINT(-76.548813 39.091181),SRID=4326;POINT(-76.506959 39.098455),2026-06-16 02:30:58
SID-00-000-195-365,SRID=4326;POINT(-81.791756 41.405176),SRID=4326;POINT(-81.845652 41.351323),2026-03-22 20:22:48
SID-00-000-196-372,,SRID=4326;POINT(-121.378918 38.530464),2026-06-01 19:56:41
SID-00-000-197-379,SRID=4326;POINT(-121.817346 37.400569),SRID=4326;POINT(-121.832719 37.428635),2026-07-02 18:32:01
SID-00-000-198-386,SRID=4326;POINT(-82.901964 40.003749),SRID=4326;POINT(-82.937132 40.056569),2026-06-12 20:46:50
SID-00-000-199-393,SRID=4326;POINT(-82.528793 28.093375),SRID=4326;POINT(-82.524377 28.093395),2026-07-19 13:13:49
SID-00-000-200-400,SRID=4326;POINT(-78.557311 35.681727),SRID=4326;POINT(-78.589162 35.63616),2026-06-27 12:02:41
SID-00-000-201-407,SRID=4326;POINT(-81.860972 41.50402),SRID=4326;POINT(-81.821587 41.471693),2026-08-25 17:51:14
SID-00-000-202-414,,SRID=4326;POINT(-81.226937 31.950117),2026-05-01 06:18:42
SID-00-000-203-421,SRID=4326;POINT(-82.996159 40.032808),SRID=4326;POINT(-82.976589 40.009693),2026-06-17 17:28:58
SID-00-000-204-428,,SRID=4326;POINT(-96.887807 32.651574),2026-04-07 18:43:43
SID-00-000-205-435,SRID=4326;POINT(-75.249313 39.982815),SRID=4326;POINT(-75.272421 39.952254),2026-06-19 22:23:40
SID-00-000-206-442,SRID=4326;POINT(-81.346346 28.485261),SRID=4326;POINT(-81.352985 28.464933),2026-07-16 18:43:32
SID-00-000-207-449,,SRID=4326;POINT(-75.240134 39.90767),2026-06-24 19:41:14
SID-00-000-208-456,SRID=4326;POINT(-75.250374 39.887997),SRID=4326;POINT(-75.23778 39.924886),2026-03-03 15:03:39
SID-00-000-209-463,SRID=4326;POINT(-97.622777 30.347849),SRID=4326;POINT(-97.658625 30.345675),2026-08-13 19:56:27
SID-00-000-210-470,,SRID=4326;POINT(-84.458021 33.62616),2026-04-09 22:51:21
SID-00-000-211-477,SRID=4326;POINT(-77.393093 37.426277),SRID=4326;POINT(-77.414665 37.47038),2026-05-05 04:28:15
SID-00-000-212-484,,SRID=4326;POINT(-81.532734 28.491587),2026-07-31 14:16:22
SID-00-000-213-491,SRID=4326;POINT(-75.19525 39.932201),SRID=4326;POINT(-75.210441 39.946304),2026-05-07 12:02:15
SID-00-000-214-498,SRID=4326;POINT(-76.992688 38.898786),SRID=4326;POINT(-77.018847 38.94567),2026-08-31 00:47:20
SID-00-000-215-505,,SRID=4326;POINT(-75.141905 40.031315),2026-04-13 22:04:59
SID-00-000-216-512,,SRID=4326;POINT(-83.08425 40.010783),2026-05-23 05:31:25
SID-00-000-217-519,SRID=4326;POINT(-75.073755 39.845614),SRID=4326;POINT(-75.06301 39.892833),2026-05-17 04:39:44
SID-00-000-218-526,SRID=4326;POINT(-78.831163 42.901015),SRID=4326;POINT(-78.792644 42.916341),2026-07-10 14:27:01
SID-00-000-219-533,SRID=4326;POINT(-97.683989 30.202916),SRID=4326;POINT(-97.684742 30.183348),2026-03-28 14:27:03
SID-00-000-220-540,SRID=4326;POINT(-84.368481 33.718734),SRID=4326;POINT(-84.371194 33.760718),2026-08-25 23:44:21
SID-00-000-221-547,SRID=4326;POINT(-121.479737 38.77053),SRID=4326;POINT(-121.49121 38.730107),2026-08-11 10:08:22
SID-00-000-222-554,SRID=4326;POINT(-81.461007 28.642984),SRID=4326;POINT(-81.47524 28.619742),2026-04-21 07:35:40
SID-00-000-223-561,SRID=4326;POINT(-84.409886 33.800715),SRID=4326;POINT(-84.46504 33.76005),2026-08-02 21:42:02
SID-00-000-224-568,SRID=4326;POINT(-76.504437 39.220706),SRID=4326;POINT(-76.479348 39.232131),2026-06-02 08:42:41
SID-00-000-225-575,,SRID=4326;POINT(-78.997439 42.797646),2026-07-23 22:29:54
SID-00-000-226-582,SRID=4326;POINT(-78.937642 42.83979),SRID=4326;POINT(-78.954534 42.835034),2026-07-31 05:53:31
