state_id,country_id,state_name,state_code,last_updated_at
104.21,104,RAJASTHAN,RJ,2024-12-08 10:01:14
104.22,104,SIKKIM,SK,2024-12-17 13:08:14
104.23,104,TAMIL_NADU,TN,2024-12-26 16:15:14
104.24,104,TELANGANA,TS,2025-01-04 18:23:14
104.25,104,TRIPURA,TR,2025-01-13 21:30:14
104.26,104,UTTAR_PRADESH,UP,2025-01-22 09:37:14
104.27,104,UTTARAKHAND,UK,2025-01-31 12:44:14
104.28,104,WEST_BENGAL,WB,2025-02-09 15:51:14
188.1,188,NEVIS,N,2025-02-18 18:58:14
188.2,188,SAINT_KITTS,K,2025-02-27 22:05:14
153.1,153,CHIN,14,2025-03-08 10:12:14
153.2,153,KACHIN,11,2025-03-17 13:19:14
153.3,153,KAYAH,12,2025-03-26 15:27:14
153.4,153,KAYIN,13,2025-04-04 18:34:14
153.5,153,MON,15,2025-04-13 21:41:14
153.6,153,RAKHINE,16,2025-04-22 09:48:14
153.7,153,SHAN,17,2025-05-01 12:55:14
144.1,144,AGUASCALIENTES,AGU,2025-05-10 16:02:14
144.2,144,BAJA_CALIFORNIA,BCN,2025-05-19 19:09:14
144.3,144,BAJA_CALIFORNIA_SUR,BCS,2025-05-28 22:16:14
144.4,144,CAMPECHE,CAM,2025-06-06 09:24:14
144.5,144,CHIAPAS,CHP,2025-06-15 12:31:14
144.6,144,CHIHUAHUA,CHH,2025-06-24 15:38:14
144.7,144,COAHUILA_DE_ZARAGOZA,COA,2025-07-03 18:45:14
144.8,144,COLIMA,COL,2025-07-12 21:52:14
144.9,144,DURANGO,DUR,2025-07-21 09:59:14
144.10,144,GUANAJUATO,GUA,2025-07-30 13:06:14
144.11,144,GUERRERO,GRO,2025-08-08 16:13:14
144.12,144,HIDALGO,HID,2025-08-17 19:20:14
144.13,144,JALISCO,JAL,2025-08-26 21:28:14
144.14,144,MEXICO,MEX,2025-09-04 09:35:14
144.15,144,MICHOACAN_DE_OCAMPO,MIC,2025-09-13 12:42:14
144.16,144,MORELOS,MOR,2025-09-22 15:49:14
144.17,144,NAYARIT,NAY,2025-10-01 18:56:14
144.18,144,NUEVO_LEON,NLE,2025-10-10 22:03:14
144.19,144,OAXACA,OAX,2025-10-19 10:10:14
144.20,144,PUEBLA,PUE,2025-10-28 13:17:14
144.21,144,QUERETARO,QUE,2025-11-06 15:25:14
144.22,144,QUINTANA_ROO,ROO,2025-11-15 18:32:14
144.23,144,SAN_LUIS_POTOSI,SLP,2025-11-24 21:39:14
144.24,144,SINALOA,SIN,2025-12-03 09:46:14
144.25,144,SONORA,SON,2025-12-12 12:53:14
144.26,144,TABASCO,TAB,2025-12-21 16:00:14
144.27,144,TAMAULIPAS,TAM,2025-12-30 19:07:14
144.28,144,TLAXCALA,TLA,2026-01-08 22:14:14
144.29,144,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,VER,2026-01-17 10:21:14
144.30,144,YUCATAN,YUC,2026-01-26 12:29:14
144.31,144,ZACATECAS,ZAC,2026-02-04 15:36:14
135.1,135,JOHOR,01,2026-02-13 18:43:14
135.2,135,KEDAH,02,2026-02-22 21:50:14
135.3,135,KELANTAN,03,2026-03-03 09:57:14
135.4,135,MELAKA,04,2026-03-12 13:04:14
135.5,135,NEGERI_SEMBILAN,05,2022-02-10 16:11:14
135.6,135,PAHANG,06,2022-02-19 19:18:14
135.7,135,PERAK,08,2022-02-28 21:26:14
135.8,135,PERLIS,09,2022-03-09 09:33:14
135.9,135,PULAU_PINANG,07,2022-03-18 12:40:14
135.10,135,SABAH,12,2022-03-27 15:47:14
135.11,135,SARAWAK,13,2022-04-05 18:54:14
135.12,135,SELANGOR,10,2022-04-14 22:01:14
135.13,135,TERENGGANU,11,2022-04-23 10:08:14
162.1,162,ABIA,AB,2022-05-02 13:15:14
162.2,162,ADAMAWA,AD,2022-05-11 15:23:14
162.3,162,AKWA_IBOM,AK,2022-05-20 18:30:14
162.4,162,ANAMBRA,AN,2022-05-29 21:37:14
162.5,162,BAUCHI,BA,2022-06-07 09:44:14
162.6,162,BAYELSA,BY,2022-06-16 12:51:14
162.7,162,BENUE,BE,2022-06-25 15:58:14
162.8,162,BORNO,BO,2022-07-04 19:05:14
162.9,162,CROSS_RIVER,CR,2022-07-13 22:12:14
162.10,162,DELTA,DE,2022-07-22 10:19:14
162.11,162,EBONYI,EB,2022-07-31 12:27:14
162.12,162,EDO,ED,2022-08-09 15:34:14
162.13,162,EKITI,EK,2022-08-18 18:41:14
162.14,162,ENUGU,EN,2022-08-27 21:48:14
162.15,162,GOMBE,GO,2022-09-05 09:55:14
162.16,162,IMO,IM,2022-09-14 13:02:14
162.17,162,JIGAWA,JI,2022-09-23 16:09:14
162.18,162,KADUNA,KD,2022-10-02 19:16:14
162.19,162,KANO,KN,2022-10-11 21:24:14
162.20,162,KATSINA,KT,2022-10-20 09:31:14
162.21,162,KEBBI,KE,2022-10-29 12:38:14
162.22,162,KOGI,KO,2022-11-07 15:45:14
162.23,162,KWARA,KW,2022-11-16 18:52:14
162.24,162,LAGOS,LA,2022-11-25 21:59:14
162.25,162,NASARAWA,NA,2022-12-04 10:06:14
162.26,162,NIGER,NI,2022-12-13 13:13:14
162.27,162,OGUN,OG,2022-12-22 16:20:14
162.28,162,ONDO,ON,2022-12-31 18:28:14
162.29,162,OSUN,OS,2023-01-09 21:35:14
162.30,162,OYO,OY,2023-01-18 09:42:14
162.31,162,PLATEAU,PL,2023-01-27 12:49:14
162.32,162,RIVERS,RI,2023-02-05 15:56:14
162.33,162,SOKOTO,SO,2023-02-14 19:03:14
162.34,162,TARABA,TA,2023-02-23 22:10:14
162.35,162,YOBE,YO,2023-03-04 10:17:14
162.36,162,ZAMFARA,ZA,2023-03-13 12:25:14
170.1,170,AIMELIIK,002,2023-03-22 15:32:14
170.2,170,AIRAI,004,2023-03-31 18:39:14
170.3,170,ANGAUR,010,2023-04-09 21:46:14
170.4,170,HATOHOBEI,050,2023-04-18 09:53:14
170.5,170,KAYANGEL,100,2023-04-27 13:00:14
170.6,170,KOROR,150,2023-05-06 16:07:14
170.7,170,MELEKEOK,212,2023-05-15 19:14:14
170.8,170,NGARAARD,214,2023-05-24 22:21:14
170.9,170,NGARCHELONG,218,2023-06-02 09:29:14
170.10,170,NGARDMAU,222,2023-06-11 12:36:14
170.11,170,NGATPANG,224,2023-06-20 15:43:14
170.12,170,NGCHESAR,226,2023-06-29 18:50:14
170.13,170,NGEREMLENGUI,227,2023-07-08 21:57:14
170.14,170,NGIWAL,228,2023-07-17 10:04:14
170.15,170,PELELIU,350,2023-07-26 13:11:14
170.16,170,SONSOROL,370,2023-08-04 16:18:14
212.1,212,BLUE_NILE,NB,2023-08-13 18:26:14
212.2,212,CENTRAL_DARFUR,DC,2023-08-22 21:33:14
212.3,212,EAST_DARFUR,DE,2023-08-31 09:40:14
212.4,212,GEDAREF,GD,2023-09-09 12:47:14
212.5,212,GEZIRA,GZ,2023-09-18 15:54:14
212.6,212,KASSALA,KA,2023-09-27 19:01:14
212.7,212,KHARTOUM,KH,2023-10-06 22:08:14
212.8,212,NORTH_DARFUR,DN,2023-10-15 10:15:14
212.9,212,NORTH_KORDOFAN,KN,2023-10-24 12:23:14
212.10,212,NORTHERN,NO,2023-11-02 15:30:14
212.11,212,RED_SEA,RS,2023-11-11 18:37:14
212.12,212,RIVER_NILE,NR,2023-11-20 21:44:14
212.13,212,SENNAR,SI,2023-11-29 09:51:14
212.14,212,SOUTH_DARFUR,DS,2023-12-08 12:58:14
212.15,212,SOUTH_KORDOFAN,KS,2023-12-17 16:05:14
212.16,212,WEST_DARFUR,DW,2023-12-26 19:12:14
212.17,212,WEST_KORDOFAN,GK,2024-01-04 22:19:14
212.18,212,WHITE_NILE,NW,2024-01-13 09:27:14
209.1,209,CENTRAL_EQUATORIA,EC,2024-01-22 12:34:14
209.2,209,EASTERN_EQUATORIA,EE,2024-01-31 15:41:14
209.3,209,JONGLEI,JG,2024-02-09 18:48:14
209.4,209,LAKES,LK,2024-02-18 21:55:14
209.5,209,NORTHERN_BAHR_EL_GHAZAL,BN,2024-02-27 10:02:14
209.6,209,UNITY,UY,2024-03-07 13:09:14
209.7,209,UPPER_NILE,NU,2024-03-16 16:16:14
209.8,209,WARRAP,WR,2024-03-25 18:24:14
209.9,209,WESTERN_BAHR_EL_GHAZAL,BW,2024-04-03 21:31:14
209.10,209,WESTERN_EQUATORIA,EW,2024-04-12 09:38:14
241.1,241,AMAZONAS,Z,2024-04-21 12:45:14
241.2,241,ANZOATEGUI,B,2024-04-30 15:52:14
241.3,241,APURE,C,2024-05-09 18:59:14
241.4,241,ARAGUA,D,2024-05-18 22:06:14
241.5,241,BARINAS,E,2024-05-27 10:13:14
241.6,241,BOLIVAR,F,2024-06-05 13:20:14
241.7,241,CARABOBO,G,2024-06-14 15:28:14
241.8,241,COJEDES,H,2024-06-23 18:35:14
241.9,241,DELTA_AMACURO,Y,2024-07-02 21:42:14
241.10,241,FALCON,I,2024-07-11 09:49:14
241.11,241,GUARICO,J,2024-07-20 12:56:14
241.12,241,LA_GUAIRA,X,2024-07-29 16:03:14
241.13,241,LARA,K,2024-08-07 19:10:14
241.14,241,MERIDA,L,2024-08-16 22:17:14
241.15,241,MIRANDA,M,2024-08-25 09:25:14
241.16,241,MONAGAS,N,2024-09-03 12:32:14
241.17,241,NUEVA_ESPARTA,O,2024-09-12 15:39:14
241.18,241,PORTUGUESA,P,2024-09-21 18:46:14
241.19,241,SUCRE,R,2024-09-30 21:53:14
241.20,241,TACHIRA,S,2024-10-09 10:00:14
241.21,241,TRUJILLO,T,2024-10-18 13:07:14
241.22,241,YARACUY,U,2024-10-27 16:14:14
241.23,241,ZULIA,V,2024-11-05 19:21:14
1.1,1,BADAKHSHAN,BDS,2024-11-14 21:29:14
1.2,1,BADGHIS,BDG,2024-11-23 09:36:14
1.3,1,BAGHLAN,BGL,2024-12-02 12:43:14
1.4,1,BALKH,BAL,2024-12-11 15:50:14
1.5,1,BAMYAN,BAM,2024-12-20 18:57:14
1.6,1,DAYKUNDI,DAY,2024-12-29 22:04:14
1.7,1,FARAH,FRA,2025-01-07 10:11:14
1.8,1,FARYAB,FYB,2025-01-16 13:18:14
1.9,1,GHAZNI,GHA,2025-01-25 15:26:14
1.10,1,GHOR,GHO,2025-02-03 18:33:14
1.11,1,HELMAND,HEL,2025-02-12 21:40:14
1.12,1,HERAT,HER,2025-02-21 09:47:14
1.13,1,JOWZJAN,JOW,2025-03-02 12:54:14
1.14,1,KABUL,KAB,2025-03-11 16:01:14
1.15,1,KANDAHAR,KAN,2025-03-20 19:08:14
1.16,1,KAPISA,KAP,2025-03-29 22:15:14
1.17,1,KHOST,KHO,2025-04-07 09:23:14
1.18,1,KUNAR,KNR,2025-04-16 12:30:14
1.19,1,KUNDUZ,KDZ,2025-04-25 15:37:14
1.20,1,LAGHMAN,LAG,2025-05-04 18:44:14
1.21,1,LOGAR,LOG,2025-05-13 21:51:14
1.22,1,NANGARHAR,NAN,2025-05-22 09:58:14
1.23,1,NIMROZ,NIM,2025-05-31 13:05:14
1.24,1,NURISTAN,NUR,2025-06-09 16:12:14
1.25,1,PAKTIKA,PKA,2025-06-18 19:19:14
1.26,1,PAKTIYA,PIA,2025-06-27 21:27:14
1.27,1,PANJSHAYR,PAN,2025-07-06 09:34:14
1.28,1,PARWAN,PAR,2025-07-15 12:41:14
1.29,1,SAMANGAN,SAM,2025-07-24 15:48:14
1.30,1,SAR-E_PUL,SAR,2025-08-02 18:55:14
1.31,1,TAKHAR,TAK,2025-08-11 22:02:14
1.32,1,URUZGAN,URU,2025-08-20 10:09:14
1.33,1,WARDAK,WAR,2025-08-29 13:16:14
1.34,1,ZABUL,ZAB,2025-09-07 15:24:14
7.1,7,BENGO,BGO,2025-09-16 18:31:14
7.2,7,BENGUELA,BGU,2025-09-25 21:38:14
7.3,7,BIE,BIE,2025-10-04 09:45:14
7.4,7,CABINDA,CAB,2025-10-13 12:52:14
7.5,7,CUANDO_CUBANGO,CCU,2025-10-22 15:59:14
7.6,7,CUANZA-NORTE,CNO,2025-10-31 19:06:14
7.7,7,CUANZA-SUL,CUS,2025-11-09 22:13:14
7.8,7,CUNENE,CNN,2025-11-18 10:20:14
7.9,7,HUAMBO,HUA,2025-11-27 12:28:14
7.10,7,HUILA,HUI,2025-12-06 15:35:14
7.11,7,LUANDA,LUA,2025-12-15 18:42:14
7.12,7,LUNDA-NORTE,LNO,2025-12-24 21:49:14
7.13,7,LUNDA-SUL,LSU,2026-01-02 09:56:14
7.14,7,MALANGE,MAL,2026-01-11 13:03:14
7.15,7,MOXICO,MOX,2026-01-20 16:10:14
7.16,7,NAMIBE,NAM,2026-01-29 19:17:14
7.17,7,UIGE,UIG,2026-02-07 21:25:14
7.18,7,ZAIRE,ZAI,2026-02-16 09:32:14
11.1,11,BUENOS_AIRES,B,2026-02-25 12:39:14
11.2,11,CATAMARCA,K,2026-03-06 15:46:14
11.3,11,CHACO,H,2026-03-15 18:53:14
11.4,11,CHUBUT,U,2022-02-13 22:00:14
11.5,11,CORDOBA,X,2022-02-22 10:07:14
11.6,11,CORRIENTES,W,2022-03-03 13:14:14
11.7,11,ENTRE_RIOS,E,2022-03-12 16:21:14
11.8,11,FORMOSA,P,2022-03-21 18:29:14
11.9,11,JUJUY,Y,2022-03-30 21:36:14
11.10,11,LA_PAMPA,L,2022-04-08 09:43:14
11.11,11,LA_RIOJA,F,2022-04-17 12:50:14
11.12,11,MENDOZA,M,2022-04-26 15:57:14
11.13,11,MISIONES,N,2022-05-05 19:04:14
11.14,11,NEUQUEN,Q,2022-05-14 22:11:14
11.15,11,RIO_NEGRO,R,2022-05-23 10:18:14
11.16,11,SALTA,A,2022-06-01 12:26:14
11.17,11,SAN_JUAN,J,2022-06-10 15:33:14
11.18,11,SAN_LUIS,D,2022-06-19 18:40:14
11.19,11,SANTA_CRUZ,Z,2022-06-28 21:47:14
11.20,11,SANTA_FE,S,2022-07-07 09:54:14
11.21,11,SANTIAGO_DEL_ESTERO,G,2022-07-16 13:01:14
11.22,11,TIERRA_DEL_FUEGO,V,2022-07-25 16:08:14
11.23,11,TUCUMAN,T,2022-08-03 19:15:14
22.1,22,ANTWERPEN,VAN,2022-08-12 21:23:14
22.2,22,BRABANT_WALLON,WBR,2022-08-21 09:30:14
22.3,22,HAINAUT,WHT,2022-08-30 12:37:14
22.4,22,LIEGE,WLG,2022-09-08 15:44:14
22.5,22,LIMBURG,VLI,2022-09-17 18:51:14
22.6,22,LUXEMBOURG,WLX,2022-09-26 21:58:14
22.7,22,NAMUR,WNA,2022-10-05 10:05:14
22.8,22,OOST-VLAANDEREN,VOV,2022-10-14 13:12:14
22.9,22,VLAAMS-BRABANT,VBR,2022-10-23 16:19:14
22.10,22,WEST-VLAANDEREN,VWV,2022-11-01 18:27:14
36.1,36,BALE,BAL,2022-11-10 21:34:14
36.2,36,BAM,BAM,2022-11-19 09:41:14
36.3,36,BANWA,BAN,2022-11-28 12:48:14
36.4,36,BAZEGA,BAZ,2022-12-07 15:55:14
36.5,36,BOUGOURIBA,BGR,2022-12-16 19:02:14
36.6,36,BOULGOU,BLG,2022-12-25 22:09:14
36.7,36,BOULKIEMDE,BLK,2023-01-03 10:16:14
36.8,36,COMOE,COM,2023-01-12 12:24:14
36.9,36,GANZOURGOU,GAN,2023-01-21 15:31:14
36.10,36,GNAGNA,GNA,2023-01-30 18:38:14
36.11,36,GOURMA,GOU,2023-02-08 21:45:14
36.12,36,HOUET,HOU,2023-02-17 09:52:14
36.13,36,IOBA,IOB,2023-02-26 12:59:14
36.14,36,KADIOGO,KAD,2023-03-07 16:06:14
36.15,36,KENEDOUGOU,KEN,2023-03-16 19:13:14
36.16,36,KOMONDJARI,KMD,2023-03-25 22:20:14
36.17,36,KOMPIENGA,KMP,2023-04-03 09:28:14
36.18,36,KOSSI,KOS,2023-04-12 12:35:14
36.19,36,KOULPELOGO,KOP,2023-04-21 15:42:14
36.20,36,KOURITENGA,KOT,2023-04-30 18:49:14
36.21,36,KOURWEOGO,KOW,2023-05-09 21:56:14
36.22,36,LERABA,LER,2023-05-18 10:03:14
36.23,36,LOROUM,LOR,2023-05-27 13:10:14
36.24,36,MOUHOUN,MOU,2023-06-05 16:17:14
36.25,36,NAHOURI,NAO,2023-06-14 18:25:14
36.26,36,NAMENTENGA,NAM,2023-06-23 21:32:14
36.27,36,NAYALA,NAY,2023-07-02 09:39:14
36.28,36,NOUMBIEL,NOU,2023-07-11 12:46:14
36.29,36,OUBRITENGA,OUB,2023-07-20 15:53:14
36.30,36,OUDALAN,OUD,2023-07-29 19:00:14
36.31,36,PASSORE,PAS,2023-08-07 22:07:14
36.32,36,PONI,PON,2023-08-16 10:14:14
36.33,36,SANGUIE,SNG,2023-08-25 13:21:14
36.34,36,SANMATENGA,SMT,2023-09-03 15:29:14
36.35,36,SENO,SEN,2023-09-12 18:36:14
36.36,36,SISSILI,SIS,2023-09-21 21:43:14
