,user_id,cat_id,created_date,last_update_date
35,U0022,4.3.5,2025-06-21 15:55:00,2025-06-25 15:55:00
36,U0022,2.4,2025-06-21 15:55:00,2025-06-25 15:55:00
37,U0023,5.5,2025-03-23 20:53:35,2025-03-24 20:53:35
38,U0023,5.1.11,2025-03-23 20:53:35,2025-03-24 20:53:35
39,U0023,3.6,2025-03-23 20:53:35,2025-03-24 20:53:35
40,U0023,3.3.11,2025-03-23 20:53:35,2025-03-24 20:53:35
41,U0024,5.1.6,2025-09-24 21:59:23,2025-10-03 21:59:23
42,U0024,6.1,2025-09-24 21:59:23,2025-10-03 21:59:23
43,U0024,5.1.4,2025-09-24 21:59:23,2025-10-03 21:59:23
44,U0025,5.1.6,2025-06-27 16:07:23,2025-07-02 16:07:23
45,U0025,2.2,2025-06-27 16:07:23,2025-07-02 16:07:23
46,U0025,4.2,2025-06-27 16:07:23,2025-07-02 16:07:23
47,U0026,5.1.3,2025-04-12 19:38:58,2025-04-22 19:38:58
48,U0026,1.3.5,2025-04-12 19:38:58,2025-04-22 19:38:58
49,U0026,3.3.7,2025-04-12 19:38:58,2025-04-22 19:38:58
50,U0026,5.1.1,2025-04-12 19:38:58,2025-04-22 19:38:58
51,U0028,3.3.1,2025-02-14 03:34:27,2025-02-24 03:34:27
52,U0028,6.5,2025-02-14 03:34:27,2025-02-24 03:34:27
53,U0028,1.3.1,2025-02-14 03:34:27,2025-02-24 03:34:27
54,U0028,5.1.10,2025-02-14 03:34:27,2025-02-24 03:34:27
55,U0029,5.1.3,2025-02-26 08:09:29,2025-02-27 08:09:29
56,U0029,3.7,2025-02-26 08:09:29,2025-02-27 08:09:29
57,U0029,2.3,2025-02-26 08:09:29,2025-02-27 08:09:29
58,U0030,3.2,2025-06-13 07:10:48,2025-06-18 07:10:48
59,U0030,6.9,2025-06-13 07:10:48,2025-06-18 07:10:48
60,U0030,3.3.8,2025-06-13 07:10:48,2025-06-18 07:10:48
61,U0030,5.1.9,2025-06-13 07:10:48,2025-06-18 07:10:48
62,U0031,3.6,2025-08-25 19:38:54,2025-08-30 19:38:54
63,U0032,5.1.8,2026-01-05 04:34:50,2026-01-14 04:34:50
64,U0032,3.3.12,2026-01-05 04:34:50,2026-01-14 04:34:50
65,U0032,5.1.5,2026-01-05 04:34:50,2026-01-14 04:34:50
66,U0034,4.5,2025-12-23 21:35:45,2025-12-28 21:35:45
67,U0034,3.8,2025-12-23 21:35:45,2025-12-28 21:35:45
68,U0035,4.3,2025-11-14 05:21:22,2025-11-21 05:21:22
69,U0036,3.3,2025-03-12 17:26:12,2025-03-14 17:26:12
70,U0036,3.3.5,2025-03-12 17:26:12,2025-03-14 17:26:12
71,U0037,4.3.1,2025-06-23 22:02:43,2025-07-02 22:02:43
72,U0037,1.2,2025-06-23 22:02:43,2025-07-02 22:02:43
73,U0038,5.2,2025-10-10 19:53:38,2025-10-13 19:53:38
74,U0038,5.3,2025-10-10 19:53:38,2025-10-13 19:53:38
75,U0038,5.1.6,2025-10-10 19:53:38,2025-10-13 19:53:38
76,U0039,6.8,2025-07-13 21:32:59,2025-07-20 21:32:59
77,U0040,3.8,2025-03-17 05:47:21,2025-03-21 05:47:21
78,U0040,2.3,2025-03-17 05:47:21,2025-03-21 05:47:21
79,U0041,2.2,2025-10-11 16:30:41,2025-10-13 16:30:41
80,U0041,3.4,2025-10-11 16:30:41,2025-10-13 16:30:41
81,U0041,3.8,2025-10-11 16:30:41,2025-10-13 16:30:41
82,U0041,3.3.6,2025-10-11 16:30:41,2025-10-13 16:30:41
83,U0042,4.3.1,2025-07-08 01:12:19,2025-07-16 01:12:19
84,U0042,5.1.11,2025-07-08 01:12:19,2025-07-16 01:12:19
85,U0042,3.9,2025-07-08 01:12:19,2025-07-16 01:12:19
86,U0042,6.1,2025-07-08 01:12:19,2025-07-16 01:12:19
87,U0043,3.3.3,2025-08-24 23:02:25,2025-09-02 23:02:25
88,U0045,3.7,2025-03-09 12:53:50,2025-03-16 12:53:50
89,U0045,4.3.4,2025-03-09 12:53:50,2025-03-16 12:53:50
90,U0045,3.2,2025-03-09 12:53:50,2025-03-16 12:53:50
91,U0046,5.1.6,2025-04-08 05:47:02,2025-04-18 05:47:02
92,U0046,5.4,2025-04-08 05:47:02,2025-04-18 05:47:02
93,U0046,3.3,2025-04-08 05:47:02,2025-04-18 05:47:02
94,U0048,3.3.5,2025-11-07 21:04:42,2025-11-14 21:04:42
95,U0048,6.2,2025-11-07 21:04:42,2025-11-14 21:04:42
96,U0048,3.3.10,2025-11-07 21:04:42,2025-11-14 21:04:42
97,U0048,2.1,2025-11-07 21:04:42,2025-11-14 21:04:42
98,U0049,4.3.4,2025-06-26 09:38:50,2025-07-03 09:38:50
99,U0049,3.3.5,2025-06-26 09:38:50,2025-07-03 09:38:50
100,U0049,3.5,2025-06-26 09:38:50,2025-07-03 09:38:50
101,U0049,5.1.1,2025-06-26 09:38:50,2025-07-03 09:38:50
102,U0050,5.1.6,2025-04-14 09:01:57,2025-04-23 09:01:57
103,U0051,6.5,2025-06-12 03:48:48,2025-06-20 03:48:48
104,U0051,5.1,2025-06-12 03:48:48,2025-06-20 03:48:48
105,U0051,4.3.3,2025-06-12 03:48:48,2025-06-20 03:48:48
106,U0052,1.3.1,2025-09-27 08:11:32,2025-09-28 08:11:32
107,U0052,1.3.3,2025-09-27 08:11:32,2025-09-28 08:11:32
108,U0052,4.3.4,2025-09-27 08:11:32,2025-09-28 08:11:32
109,U0053,3.3.11,2025-09-16 04:50:12,2025-09-21 04:50:12
110,U0053,3.4,2025-09-16 04:50:12,2025-09-21 04:50:12
111,U0053,5.1.9,2025-09-16 04:50:12,2025-09-21 04:50:12
112,U0053,3.7,2025-09-16 04:50:12,2025-09-21 04:50:12
113,U0055,4.3,2025-12-30 01:43:42,2025-12-31 01:43:42
114,U0055,1.3,2025-12-30 01:43:42,2025-12-31 01:43:42
115,U0055,5.1.10,2025-12-30 01:43:42,2025-12-31 01:43:42
116,U0059,3.3.9,2025-04-24 23:19:23,2025-05-03 23:19:23
117,U0059,5.1.10,2025-04-24 23:19:23,2025-05-03 23:19:23
118,U0060,1.3.1,2025-02-19 04:10:05,2025-02-21 04:10:05
119,U0060,6.8,2025-02-19 04:10:05,2025-02-21 04:10:05
120,U0060,4.3.4,2025-02-19 04:10:05,2025-02-21 04:10:05
121,U0060,3.3.9,2025-02-19 04:10:05,2025-02-21 04:10:05
122,U0062,5.4,2025-08-11 04:27:35,2025-08-18 04:27:35
123,U0064,1.3.4,2025-03-11 07:35:10,2025-03-17 07:35:10
124,U0066,4.3.4,2025-10-07 02:18:53,2025-10-12 02:18:53
125,U0066,1.3,2025-10-07 02:18:53,2025-10-12 02:18:53
126,U0067,6.3,2025-11-07 16:07:41,2025-11-15 16:07:41
127,U0068,3.3.1,2025-10-25 21:39:21,2025-11-04 21:39:21
128,U0069,5.1.2,2025-12-08 16:36:11,2025-12-16 16:36:11
129,U0069,4.3.6,2025-12-08 16:36:11,2025-12-16 16:36:11
130,U0070,2.4,2025-05-16 19:53:39,2025-05-18 19:53:39
131,U0072,6.8,2026-01-01 22:51:27,2026-01-06 22:51:27
132,U0072,4.7,2026-01-01 22:51:27,2026-01-06 22:51:27
133,U0072,3.2,2026-01-01 22:51:27,2026-01-06 22:51:27
134,U0076,5.1.6,2025-07-31 11:38:09,2025-08-09 11:38:09
135,U0076,5.1.3,2025-07-31 11:38:09,2025-08-09 11:38:09
136,U0076,3.9,2025-07-31 11:38:09,2025-08-09 11:38:09
137,U0076,3.3.8,2025-07-31 11:38:09,2025-08-09 11:38:09
138,U0077,3.3.8,2025-09-21 09:48:19,2025-09-27 09:48:19
139,U0077,3.3.10,2025-09-21 09:48:19,2025-09-27 09:48:19
140,U0077,3.7,2025-09-21 09:48:19,2025-09-27 09:48:19
141,U0079,4.3,2025-08-11 12:44:28,2025-08-14 12:44:28
142,U0079,3.2,2025-08-11 12:44:28,2025-08-14 12:44:28
143,U0079,5.1.11,2025-08-11 12:44:28,2025-08-14 12:44:28
144,U0079,1.3,2025-08-11 12:44:28,2025-08-14 12:44:28
145,U0080,4.3.5,2025-04-27 23:41:52,2025-05-06 23:41:52
146,U0080,3.3.2,2025-04-27 23:41:52,2025-05-06 23:41:52
147,U0081,5.5,2026-01-07 10:44:28,2026-01-17 10:44:28
148,U0081,5.1.9,2026-01-07 10:44:28,2026-01-17 10:44:28
149,U0082,5.1.9,2025-10-23 14:15:36,2025-10-29 14:15:36
150,U0082,5.1.7,2025-10-23 14:15:36,2025-10-29 14:15:36
151,U0082,1.3.2,2025-10-23 14:15:36,2025-10-29 14:15:36
152,U0083,1.3.5,2025-05-26 16:10:45,2025-06-01 16:10:45
153,U0083,5.1.7,2025-05-26 16:10:45,2025-06-01 16:10:45
154,U0084,4.3.5,2025-10-13 03:56:22,2025-10-19 03:56:22
155,U0085,6.8,2025-12-25 05:21:15,2025-12-28 05:21:15
156,U0085,5.1,2025-12-25 05:21:15,2025-12-28 05:21:15
157,U0085,4.3.5,2025-12-25 05:21:15,2025-12-28 05:21:15
158,U0086,2.2,2025-06-21 15:29:49,2025-06-23 15:29:49
159,U0086,4.3,2025-06-21 15:29:49,2025-06-23 15:29:49
160,U0087,4.2,2025-05-05 03:48:40,2025-05-10 03:48:40
161,U0087,5.1.7,2025-05-05 03:48:40,2025-05-10 03:48:40
162,U0087,3.4,2025-05-05 03:48:40,2025-05-10 03:48:40
163,U0087,6.5,2025-05-05 03:48:40,2025-05-10 03:48:40
164,U0089,2.3,2025-02-27 20:09:26,2025-03-08 20:09:26
165,U0089,3.3.13,2025-02-27 20:09:26,2025-03-08 20:09:26
166,U0089,3.9,2025-02-27 20:09:26,2025-03-08 20:09:26
167,U0090,4.7,2025-08-21 23:33:42,2025-08-22 23:33:42
168,U0091,1.3,2025-11-12 15:17:40,2025-11-16 15:17:40
169,U0092,6.5,2026-01-04 06:15:31,2026-01-07 06:15:31
170,U0092,1.3,2026-01-04 06:15:31,2026-01-07 06:15:31
171,U0092,6.2,2026-01-04 06:15:31,2026-01-07 06:15:31
172,U0092,3.5,2026-01-04 06:15:31,2026-01-07 06:15:31
173,U0094,3.5,2025-06-14 22:11:48,2025-06-15 22:11:48
174,U0094,3.10,2025-06-14 22:11:48,2025-06-15 22:11:48
175,U0094,4.3.5,2025-06-14 22:11:48,2025-06-15 22:11:48
176,U0096,1.3.2,2025-10-29 15:53:35,2025-10-30 15:53:35
177,U0096,3.3.5,2025-10-29 15:53:35,2025-10-30 15:53:35
178,U0096,4.2,2025-10-29 15:53:35,2025-10-30 15:53:35
179,U0097,6.3,2025-05-01 01:49:10,2025-05-08 01:49:10
180,U0097,3.9,2025-05-01 01:49:10,2025-05-08 01:49:10
181,U0097,2.3,2025-05-01 01:49:10,2025-05-08 01:49:10
182,U0099,5.1.11,2025-03-22 16:27:11,2025-03-31 16:27:11
183,U0101,4.3.3,2025-11-23 17:32:51,2025-11-26 17:32:51
184,U0101,4.1,2025-11-23 17:32:51,2025-11-26 17:32:51
185,U0101,3.6,2025-11-23 17:32:51,2025-11-26 17:32:51
186,U0101,3.2,2025-11-23 17:32:51,2025-11-26 17:32:51
187,U0103,6.7,2025-05-28 07:38:30,2025-06-02 07:38:30
188,U0104,5.1.9,2025-04-01 04:41:52,2025-04-03 04:41:52
189,U0104,6.7,2025-04-01 04:41:52,2025-04-03 04:41:52
190,U0104,3.3.1,2025-04-01 04:41:52,2025-04-03 04:41:52
191,U0105,3.3.1,2025-09-14 00:50:27,2025-09-17 00:50:27
192,U0105,6.7,2025-09-14 00:50:27,2025-09-17 00:50:27
193,U0105,3.3.4,2025-09-14 00:50:27,2025-09-17 00:50:27
194,U0107,3.3.2,2025-03-16 09:46:21,2025-03-26 09:46:21
195,U0107,4.3.6,2025-03-16 09:46:21,2025-03-26 09:46:21
196,U0109,5.3,2026-01-10 20:13:21,2026-01-13 20:13:21
197,U0109,5.1.9,2026-01-10 20:13:21,2026-01-13 20:13:21
198,U0109,3.3.7,2026-01-10 20:13:21,2026-01-13 20:13:21
199,U0109,4.3.6,2026-01-10 20:13:21,2026-01-13 20:13:21
200,U0111,4.3.3,2025-08-19 14:11:30,2025-08-28 14:11:30
201,U0111,3.3.5,2025-08-19 14:11:30,2025-08-28 14:11:30
202,U0111,3.3.13,2025-08-19 14:11:30,2025-08-28 14:11:30
203,U0117,4.3.3,2025-04-09 16:24:24,2025-04-14 16:24:24
204,U0117,3.3.13,2025-04-09 16:24:24,2025-04-14 16:24:24
205,U0117,5.1.10,2025-04-09 16:24:24,2025-04-14 16:24:24
206,U0118,3.8,2026-02-26 14:56:46,2026-03-07 14:56:46
207,U0118,3.4,2026-02-26 14:56:46,2026-03-07 14:56:46
208,U0118,1.3.4,2026-02-26 14:56:46,2026-03-07 14:56:46
209,U0118,5.3,2026-02-26 14:56:46,2026-03-07 14:56:46
210,U0121,5.3,2025-04-09 06:11:19,2025-04-18 06:11:19
211,U0121,3.3.5,2025-04-09 06:11:19,2025-04-18 06:11:19
212,U0121,3.6,2025-04-09 06:11:19,2025-04-18 06:11:19
213,U0123,4.4,2025-03-13 02:30:51,2025-03-21 02:30:51
214,U0124,3.4,2025-04-30 05:12:21,2025-05-07 05:12:21
215,U0124,1.3.4,2025-04-30 05:12:21,2025-05-07 05:12:21
216,U0126,5.1.3,2025-11-12 01:43:56,2025-11-13 01:43:56
217,U0126,3.3.3,2025-11-12 01:43:56,2025-11-13 01:43:56
218,U0127,6.1,2026-01-18 10:57:36,2026-01-22 10:57:36
219,U0127,5.1.9,2026-01-18 10:57:36,2026-01-22 10:57:36
220,U0129,3.8,2025-10-03 16:21:07,2025-10-07 16:21:07
221,U0130,5.1.11,2025-03-03 10:47:24,2025-03-08 10:47:24
222,U0130,6.1,2025-03-03 10:47:24,2025-03-08 10:47:24
223,U0131,3.6,2025-02-19 16:34:43,2025-02-27 16:34:43
224,U0131,2.3,2025-02-19 16:34:43,2025-02-27 16:34:43
225,U0132,2.4,2025-08-30 07:04:32,2025-09-02 07:04:32
226,U0132,6.2,2025-08-30 07:04:32,2025-09-02 07:04:32
227,U0132,5.1.7,2025-08-30 07:04:32,2025-09-02 07:04:32
228,U0132,1.3.5,2025-08-30 07:04:32,2025-09-02 07:04:32
229,U0133,5.1.4,2025-09-11 15:18:23,2025-09-13 15:18:23
230,U0134,5.1,2025-03-06 09:06:21,2025-03-12 09:06:21
231,U0134,2.3,2025-03-06 09:06:21,2025-03-12 09:06:21
232,U0134,6.6,2025-03-06 09:06:21,2025-03-12 09:06:21
233,U0134,3.3.10,2025-03-06 09:06:21,2025-03-12 09:06:21
234,U0135,3.6,2025-05-14 00:30:52,2025-05-17 00:30:52
235,U0135,5.1.8,2025-05-14 00:30:52,2025-05-17 00:30:52
236,U0136,1.3.3,2025-04-21 10:41:39,2025-04-25 10:41:39
237,U0136,5.1.11,2025-04-21 10:41:39,2025-04-25 10:41:39
238,U0137,6.3,2025-11-04 20:04:38,2025-11-09 20:04:38
239,U0137,3.3.9,2025-11-04 20:04:38,2025-11-09 20:04:38
240,U0141,3.9,2025-03-07 07:03:06,2025-03-17 07:03:06
241,U0143,5.1.9,2025-12-26 17:57:55,2026-01-01 17:57:55
242,U0143,6.5,2025-12-26 17:57:55,2026-01-01 17:57:55
243,U0143,4.5,2025-12-26 17:57:55,2026-01-01 17:57:55
244,U0143,4.3.2,2025-12-26 17:57:55,2026-01-01 17:57:55
245,U0146,3.3.2,2026-01-06 02:43:52,2026-01-09 02:43:52
246,U0146,3.3.10,2026-01-06 02:43:52,2026-01-09 02:43:52
247,U0146,6.6,2026-01-06 02:43:52,2026-01-09 02:43:52
248,U0147,1.3.5,2025-08-22 03:19:38,2025-08-23 03:19:38
249,U0147,5.3,2025-08-22 03:19:38,2025-08-23 03:19:38
250,U0147,5.4,2025-08-22 03:19:38,2025-08-23 03:19:38
251,U0148,3.5,2025-06-29 03:38:02,2025-07-08 03:38:02
252,U0148,3.3.5,2025-06-29 03:38:02,2025-07-08 03:38:02
