user_id,cat_id,created_date,last_update_date
USR00059,59,2022-09-24 04:59:51,2022-01-29 00:16:22
USR00060,60,2022-12-23 08:34:40,2020-01-25 10:41:32
USR00061,61,2024-06-15 11:04:29,2020-01-20 08:47:03
USR00062,62,2021-04-06 00:08:15,2026-02-19 19:02:55
USR00063,63,2026-04-17 09:39:13,2021-08-01 13:40:37
USR00064,64,2026-03-30 03:17:23,2024-07-02 04:32:13
USR00065,65,2020-03-05 11:25:47,2020-02-08 20:07:15
USR00066,66,2023-03-26 22:57:49,2024-05-21 03:42:34
USR00067,67,2022-05-27 23:14:58,2020-08-08 21:08:13
USR00068,68,2021-03-27 12:44:23,2025-12-26 04:50:31
USR00069,69,2026-04-14 19:00:26,2020-03-06 12:23:28
USR00070,70,2025-07-04 04:33:41,2022-11-05 03:07:57
USR00071,71,2021-05-19 15:26:52,2025-03-29 06:59:13
USR00072,72,2025-01-20 09:20:40,2026-01-10 20:09:46
USR00073,73,2020-08-12 21:04:51,2022-08-24 01:44:08
USR00074,74,2024-12-22 02:59:21,2024-02-18 17:38:13
USR00075,75,2020-11-22 10:54:42,2023-06-01 06:30:44
USR00076,76,2024-07-26 20:02:07,2024-12-27 08:15:57
USR00077,77,2025-09-17 16:56:14,2025-04-01 23:06:52
USR00078,78,2022-07-26 22:33:58,2022-05-13 04:16:48
USR00079,79,2022-09-16 21:08:20,2021-02-02 20:30:35
USR00080,80,2025-11-15 14:01:38,2024-05-29 14:56:11
USR00081,81,2023-12-24 03:25:23,2020-11-15 02:07:09
USR00082,82,2020-11-16 20:48:38,2023-04-20 03:53:07
USR00083,83,2020-07-26 06:32:40,2021-11-25 00:13:17
USR00084,84,2021-06-03 18:14:08,2022-02-11 19:06:07
USR00085,85,2025-03-22 23:50:16,2026-01-01 12:58:40
USR00086,86,2026-02-09 20:53:33,2021-05-26 02:54:27
USR00087,87,2022-12-02 08:11:09,2025-11-19 07:03:16
USR00088,88,2025-08-12 17:52:28,2025-05-24 12:36:09
USR00089,89,2022-03-18 00:19:36,2021-07-01 15:44:26
USR00090,90,2021-08-25 17:06:07,2021-09-28 12:16:33
USR00091,91,2022-09-20 15:26:13,2023-01-14 22:51:50
USR00092,92,2021-01-17 09:27:53,2026-01-18 08:15:44
USR00093,93,2025-09-28 03:57:25,2020-03-18 07:53:20
USR00094,94,2024-09-08 15:41:45,2024-02-16 05:11:26
USR00095,95,2023-11-16 20:59:37,2025-05-16 09:50:19
USR00096,96,2023-11-15 14:08:45,2021-06-24 18:23:31
USR00097,97,2025-09-14 15:45:29,2020-11-19 08:58:39
USR00098,98,2025-05-23 11:17:13,2024-11-14 08:29:28
USR00099,99,2023-12-07 09:26:34,2024-03-16 12:00:41
USR00100,100,2021-12-16 02:20:43,2025-05-03 20:49:19
