user_notification_preferences_id,user_id,channel_id,preference
125,U00815,1,ENABLED
126,U00815,2,DISABLED
127,U00815,3,DISABLED
128,U00815,4,DISABLED
129,U04810,1,DISABLED
130,U04810,2,ENABLED
131,U04810,3,ENABLED
132,U04810,4,ENABLED
133,U01665,1,ENABLED
134,U01665,2,ENABLED
135,U01665,3,DISABLED
136,U01665,4,DISABLED
137,U03543,1,ENABLED
138,U03543,2,ENABLED
139,U03543,3,DISABLED
140,U03543,4,ENABLED
141,U00430,1,ENABLED
142,U00430,2,DISABLED
143,U00430,3,ENABLED
144,U00430,4,DISABLED
145,U04391,1,ENABLED
146,U04391,2,DISABLED
147,U04391,3,ENABLED
148,U04391,4,ENABLED
149,U01989,1,DISABLED
150,U01989,2,ENABLED
151,U01989,3,ENABLED
152,U01989,4,DISABLED
153,U02454,1,ENABLED
154,U02454,2,ENABLED
155,U02454,3,DISABLED
156,U02454,4,DISABLED
157,U02239,1,ENABLED
158,U02239,2,DISABLED
159,U02239,3,DISABLED
160,U02239,4,DISABLED
161,U01072,1,DISABLED
162,U01072,2,DISABLED
163,U01072,3,DISABLED
164,U01072,4,DISABLED
165,U04904,1,DISABLED
166,U04904,2,ENABLED
167,U04904,3,ENABLED
168,U04904,4,DISABLED
169,U00974,1,DISABLED
170,U00974,2,DISABLED
171,U00974,3,DISABLED
172,U00974,4,DISABLED
173,U01639,1,DISABLED
174,U01639,2,ENABLED
175,U01639,3,ENABLED
176,U01639,4,ENABLED
177,U02688,1,ENABLED
178,U02688,2,ENABLED
179,U02688,3,ENABLED
180,U02688,4,DISABLED
181,U03001,1,ENABLED
182,U03001,2,ENABLED
183,U03001,3,ENABLED
184,U03001,4,DISABLED
185,U03206,1,DISABLED
186,U03206,2,ENABLED
187,U03206,3,ENABLED
188,U03206,4,ENABLED
189,U04997,1,ENABLED
190,U04997,2,ENABLED
191,U04997,3,ENABLED
192,U04997,4,ENABLED
193,U01041,1,ENABLED
194,U01041,2,ENABLED
195,U01041,3,ENABLED
196,U01041,4,DISABLED
197,U01736,1,DISABLED
198,U01736,2,DISABLED
199,U01736,3,DISABLED
200,U01736,4,ENABLED
201,U02573,1,DISABLED
202,U02573,2,ENABLED
203,U02573,3,ENABLED
204,U02573,4,ENABLED
205,U00349,1,ENABLED
206,U00349,2,ENABLED
207,U00349,3,ENABLED
208,U00349,4,DISABLED
209,U03036,1,DISABLED
210,U03036,2,DISABLED
211,U03036,3,DISABLED
212,U03036,4,DISABLED
213,U02123,1,ENABLED
214,U02123,2,DISABLED
215,U02123,3,DISABLED
216,U02123,4,ENABLED
217,U04294,1,ENABLED
218,U04294,2,ENABLED
219,U04294,3,DISABLED
220,U04294,4,ENABLED
221,U03222,1,DISABLED
222,U03222,2,ENABLED
223,U03222,3,DISABLED
224,U03222,4,ENABLED
225,U03513,1,DISABLED
226,U03513,2,ENABLED
227,U03513,3,DISABLED
228,U03513,4,ENABLED
229,U03476,1,ENABLED
230,U03476,2,DISABLED
231,U03476,3,DISABLED
232,U03476,4,ENABLED
233,U01412,1,ENABLED
234,U01412,2,ENABLED
235,U01412,3,ENABLED
236,U01412,4,DISABLED
237,U04110,1,DISABLED
238,U04110,2,ENABLED
239,U04110,3,ENABLED
240,U04110,4,DISABLED
241,U01897,1,DISABLED
242,U01897,2,ENABLED
243,U01897,3,DISABLED
244,U01897,4,DISABLED
245,U00844,1,DISABLED
246,U00844,2,ENABLED
247,U00844,3,DISABLED
248,U00844,4,ENABLED
249,U02086,1,DISABLED
250,U02086,2,ENABLED
251,U02086,3,ENABLED
252,U02086,4,ENABLED
253,U04130,1,DISABLED
254,U04130,2,ENABLED
255,U04130,3,DISABLED
256,U04130,4,DISABLED
257,U03217,1,DISABLED
258,U03217,2,ENABLED
259,U03217,3,ENABLED
260,U03217,4,ENABLED
261,U00042,1,DISABLED
262,U00042,2,DISABLED
263,U00042,3,DISABLED
264,U00042,4,ENABLED
265,U00849,1,DISABLED
266,U00849,2,ENABLED
267,U00849,3,ENABLED
268,U00849,4,ENABLED
269,U00235,1,ENABLED
270,U00235,2,DISABLED
271,U00235,3,DISABLED
272,U00235,4,DISABLED
273,U01880,1,ENABLED
274,U01880,2,ENABLED
275,U01880,3,DISABLED
276,U01880,4,ENABLED
277,U03464,1,DISABLED
278,U03464,2,ENABLED
279,U03464,3,DISABLED
280,U03464,4,ENABLED
281,U01955,1,DISABLED
282,U01955,2,ENABLED
283,U01955,3,ENABLED
284,U01955,4,ENABLED
285,U01159,1,ENABLED
286,U01159,2,DISABLED
287,U01159,3,DISABLED
288,U01159,4,DISABLED
289,U01342,1,DISABLED
290,U01342,2,ENABLED
291,U01342,3,ENABLED
292,U01342,4,DISABLED
293,U04384,1,DISABLED
294,U04384,2,DISABLED
295,U04384,3,DISABLED
296,U04384,4,DISABLED
297,U01308,1,ENABLED
298,U01308,2,DISABLED
299,U01308,3,DISABLED
300,U01308,4,DISABLED
301,U04465,1,DISABLED
302,U04465,2,DISABLED
303,U04465,3,ENABLED
304,U04465,4,ENABLED
305,U00679,1,DISABLED
306,U00679,2,ENABLED
307,U00679,3,DISABLED
308,U00679,4,ENABLED
309,U04376,1,ENABLED
310,U04376,2,ENABLED
311,U04376,3,ENABLED
312,U04376,4,DISABLED
313,U01655,1,ENABLED
314,U01655,2,ENABLED
315,U01655,3,DISABLED
316,U01655,4,DISABLED
317,U01208,1,DISABLED
318,U01208,2,DISABLED
319,U01208,3,DISABLED
320,U01208,4,ENABLED
321,U04834,1,DISABLED
322,U04834,2,ENABLED
323,U04834,3,DISABLED
324,U04834,4,DISABLED
325,U00504,1,ENABLED
326,U00504,2,DISABLED
327,U00504,3,ENABLED
328,U00504,4,DISABLED
329,U00336,1,DISABLED
330,U00336,2,ENABLED
331,U00336,3,ENABLED
332,U00336,4,ENABLED
333,U04052,1,DISABLED
334,U04052,2,ENABLED
335,U04052,3,ENABLED
336,U04052,4,DISABLED
337,U04340,1,DISABLED
338,U04340,2,DISABLED
339,U04340,3,ENABLED
340,U04340,4,ENABLED
341,U03131,1,DISABLED
342,U03131,2,DISABLED
343,U03131,3,DISABLED
344,U03131,4,ENABLED
345,U01190,1,ENABLED
346,U01190,2,ENABLED
347,U01190,3,DISABLED
348,U01190,4,ENABLED
349,U00085,1,ENABLED
350,U00085,2,DISABLED
351,U00085,3,DISABLED
352,U00085,4,ENABLED
353,U00131,1,DISABLED
354,U00131,2,ENABLED
355,U00131,3,ENABLED
356,U00131,4,DISABLED
357,U01054,1,DISABLED
358,U01054,2,ENABLED
359,U01054,3,ENABLED
360,U01054,4,DISABLED
361,U03325,1,ENABLED
362,U03325,2,DISABLED
363,U03325,3,ENABLED
364,U03325,4,ENABLED
365,U03016,1,DISABLED
366,U03016,2,DISABLED
367,U03016,3,ENABLED
368,U03016,4,DISABLED
369,U02194,1,DISABLED
370,U02194,2,DISABLED
371,U02194,3,ENABLED
372,U02194,4,DISABLED
373,U01445,1,ENABLED
374,U01445,2,DISABLED
375,U01445,3,DISABLED
376,U01445,4,DISABLED
377,U04799,1,ENABLED
378,U04799,2,DISABLED
379,U04799,3,DISABLED
380,U04799,4,DISABLED
381,U04085,1,ENABLED
382,U04085,2,DISABLED
383,U04085,3,DISABLED
384,U04085,4,ENABLED
385,U00109,1,ENABLED
386,U00109,2,ENABLED
387,U00109,3,DISABLED
388,U00109,4,ENABLED
389,U02261,1,ENABLED
390,U02261,2,DISABLED
391,U02261,3,DISABLED
392,U02261,4,ENABLED
393,U02737,1,ENABLED
394,U02737,2,ENABLED
395,U02737,3,ENABLED
396,U02737,4,ENABLED
397,U01114,1,DISABLED
398,U01114,2,DISABLED
399,U01114,3,DISABLED
400,U01114,4,DISABLED
401,U03424,1,ENABLED
402,U03424,2,ENABLED
403,U03424,3,ENABLED
404,U03424,4,DISABLED
405,U00724,1,DISABLED
406,U00724,2,ENABLED
407,U00724,3,DISABLED
408,U00724,4,DISABLED
409,U01668,1,ENABLED
410,U01668,2,ENABLED
411,U01668,3,ENABLED
412,U01668,4,ENABLED
413,U00764,1,DISABLED
414,U00764,2,DISABLED
415,U00764,3,ENABLED
416,U00764,4,ENABLED
417,U04615,1,DISABLED
418,U04615,2,ENABLED
419,U04615,3,ENABLED
420,U04615,4,DISABLED
421,U02181,1,DISABLED
422,U02181,2,ENABLED
423,U02181,3,DISABLED
424,U02181,4,DISABLED
425,U04004,1,ENABLED
426,U04004,2,ENABLED
427,U04004,3,DISABLED
428,U04004,4,DISABLED
429,U02557,1,DISABLED
430,U02557,2,DISABLED
431,U02557,3,DISABLED
432,U02557,4,ENABLED
433,U04269,1,ENABLED
434,U04269,2,ENABLED
435,U04269,3,DISABLED
436,U04269,4,ENABLED
437,U03894,1,DISABLED
438,U03894,2,DISABLED
439,U03894,3,ENABLED
440,U03894,4,ENABLED
441,U03537,1,ENABLED
442,U03537,2,DISABLED
443,U03537,3,ENABLED
444,U03537,4,ENABLED
445,U02776,1,ENABLED
446,U02776,2,ENABLED
447,U02776,3,DISABLED
448,U02776,4,DISABLED
449,U03456,1,ENABLED
450,U03456,2,ENABLED
451,U03456,3,DISABLED
452,U03456,4,ENABLED
453,U03757,1,ENABLED
454,U03757,2,DISABLED
455,U03757,3,ENABLED
456,U03757,4,DISABLED
457,U01217,1,DISABLED
458,U01217,2,DISABLED
459,U01217,3,ENABLED
460,U01217,4,DISABLED
461,U00492,1,DISABLED
462,U00492,2,ENABLED
463,U00492,3,DISABLED
464,U00492,4,DISABLED
465,U02616,1,DISABLED
466,U02616,2,ENABLED
467,U02616,3,ENABLED
468,U02616,4,DISABLED
469,U01144,1,ENABLED
470,U01144,2,DISABLED
471,U01144,3,DISABLED
472,U01144,4,ENABLED
473,U02514,1,ENABLED
474,U02514,2,ENABLED
475,U02514,3,ENABLED
476,U02514,4,ENABLED
477,U03212,1,ENABLED
478,U03212,2,ENABLED
479,U03212,3,ENABLED
480,U03212,4,ENABLED
481,U04567,1,DISABLED
482,U04567,2,DISABLED
483,U04567,3,DISABLED
484,U04567,4,ENABLED
485,U01310,1,ENABLED
486,U01310,2,ENABLED
487,U01310,3,DISABLED
488,U01310,4,ENABLED
489,U01350,1,ENABLED
490,U01350,2,DISABLED
491,U01350,3,DISABLED
492,U01350,4,DISABLED
493,U03246,1,DISABLED
494,U03246,2,DISABLED
495,U03246,3,ENABLED
496,U03246,4,ENABLED
497,U03960,1,DISABLED
498,U03960,2,DISABLED
499,U03960,3,DISABLED
500,U03960,4,DISABLED
501,U00592,1,ENABLED
502,U00592,2,DISABLED
503,U00592,3,ENABLED
504,U00592,4,ENABLED
505,U00312,1,DISABLED
506,U00312,2,ENABLED
507,U00312,3,DISABLED
508,U00312,4,ENABLED
509,U03552,1,DISABLED
510,U03552,2,ENABLED
511,U03552,3,DISABLED
512,U03552,4,DISABLED
513,U04147,1,ENABLED
514,U04147,2,ENABLED
515,U04147,3,ENABLED
516,U04147,4,ENABLED
517,U01428,1,DISABLED
518,U01428,2,DISABLED
519,U01428,3,ENABLED
520,U01428,4,DISABLED
521,U02072,1,ENABLED
522,U02072,2,DISABLED
523,U02072,3,DISABLED
524,U02072,4,ENABLED
525,U04613,1,ENABLED
526,U04613,2,ENABLED
527,U04613,3,DISABLED
528,U04613,4,DISABLED
529,U03296,1,ENABLED
530,U03296,2,DISABLED
531,U03296,3,ENABLED
532,U03296,4,ENABLED
533,U04204,1,DISABLED
534,U04204,2,ENABLED
535,U04204,3,ENABLED
536,U04204,4,ENABLED
537,U04629,1,DISABLED
538,U04629,2,DISABLED
539,U04629,3,DISABLED
540,U04629,4,DISABLED
541,U01070,1,DISABLED
542,U01070,2,ENABLED
543,U01070,3,DISABLED
544,U01070,4,DISABLED
545,U03177,1,ENABLED
546,U03177,2,ENABLED
547,U03177,3,DISABLED
548,U03177,4,ENABLED
549,U01067,1,DISABLED
550,U01067,2,ENABLED
551,U01067,3,DISABLED
552,U01067,4,ENABLED
553,U03969,1,DISABLED
554,U03969,2,DISABLED
555,U03969,3,DISABLED
556,U03969,4,DISABLED
557,U01780,1,DISABLED
558,U01780,2,ENABLED
559,U01780,3,DISABLED
560,U01780,4,DISABLED
561,U01559,1,ENABLED
562,U01559,2,DISABLED
563,U01559,3,ENABLED
564,U01559,4,DISABLED
565,U02357,1,DISABLED
566,U02357,2,ENABLED
567,U02357,3,ENABLED
568,U02357,4,ENABLED
569,U04134,1,DISABLED
570,U04134,2,ENABLED
571,U04134,3,ENABLED
572,U04134,4,DISABLED
573,U03507,1,DISABLED
574,U03507,2,DISABLED
575,U03507,3,ENABLED
576,U03507,4,DISABLED
577,U04675,1,DISABLED
578,U04675,2,DISABLED
579,U04675,3,DISABLED
580,U04675,4,ENABLED
581,U00749,1,ENABLED
582,U00749,2,DISABLED
583,U00749,3,DISABLED
584,U00749,4,ENABLED
585,U00893,1,DISABLED
586,U00893,2,DISABLED
587,U00893,3,DISABLED
588,U00893,4,ENABLED
589,U03408,1,ENABLED
590,U03408,2,DISABLED
591,U03408,3,DISABLED
592,U03408,4,ENABLED
593,U03369,1,ENABLED
594,U03369,2,DISABLED
595,U03369,3,DISABLED
596,U03369,4,DISABLED
597,U01731,1,ENABLED
598,U01731,2,DISABLED
599,U01731,3,DISABLED
600,U01731,4,ENABLED
601,U02605,1,DISABLED
602,U02605,2,DISABLED
603,U02605,3,ENABLED
604,U02605,4,DISABLED
605,U04155,1,ENABLED
606,U04155,2,DISABLED
607,U04155,3,DISABLED
608,U04155,4,DISABLED
609,U01827,1,ENABLED
610,U01827,2,DISABLED
611,U01827,3,DISABLED
612,U01827,4,ENABLED
613,U03571,1,DISABLED
614,U03571,2,ENABLED
615,U03571,3,DISABLED
616,U03571,4,DISABLED
617,U00683,1,DISABLED
618,U00683,2,ENABLED
619,U00683,3,ENABLED
620,U00683,4,ENABLED
621,U04286,1,ENABLED
622,U04286,2,ENABLED
623,U04286,3,ENABLED
624,U04286,4,DISABLED
625,U03166,1,DISABLED
626,U03166,2,ENABLED
627,U03166,3,ENABLED
628,U03166,4,ENABLED
629,U03414,1,ENABLED
630,U03414,2,DISABLED
631,U03414,3,ENABLED
632,U03414,4,ENABLED
633,U00252,1,ENABLED
634,U00252,2,ENABLED
635,U00252,3,ENABLED
636,U00252,4,DISABLED
637,U02900,1,ENABLED
638,U02900,2,ENABLED
639,U02900,3,ENABLED
640,U02900,4,DISABLED
641,U00834,1,DISABLED
642,U00834,2,ENABLED
643,U00834,3,DISABLED
644,U00834,4,ENABLED
645,U00876,1,ENABLED
646,U00876,2,ENABLED
647,U00876,3,DISABLED
648,U00876,4,ENABLED
649,U02397,1,ENABLED
650,U02397,2,DISABLED
651,U02397,3,ENABLED
652,U02397,4,ENABLED
653,U02119,1,ENABLED
654,U02119,2,ENABLED
655,U02119,3,ENABLED
656,U02119,4,ENABLED
657,U03327,1,ENABLED
658,U03327,2,DISABLED
659,U03327,3,ENABLED
660,U03327,4,DISABLED
661,U00495,1,ENABLED
662,U00495,2,DISABLED
663,U00495,3,ENABLED
664,U00495,4,ENABLED
665,U03274,1,DISABLED
666,U03274,2,DISABLED
667,U03274,3,ENABLED
668,U03274,4,DISABLED
669,U01472,1,DISABLED
670,U01472,2,DISABLED
671,U01472,3,ENABLED
672,U01472,4,DISABLED
673,U00181,1,DISABLED
674,U00181,2,ENABLED
675,U00181,3,ENABLED
676,U00181,4,ENABLED
677,U00925,1,DISABLED
678,U00925,2,ENABLED
679,U00925,3,ENABLED
680,U00925,4,DISABLED
681,U00999,1,DISABLED
682,U00999,2,ENABLED
683,U00999,3,ENABLED
684,U00999,4,ENABLED
685,U03089,1,ENABLED
686,U03089,2,DISABLED
687,U03089,3,DISABLED
688,U03089,4,ENABLED
689,U02494,1,DISABLED
690,U02494,2,DISABLED
691,U02494,3,DISABLED
692,U02494,4,DISABLED
693,U01228,1,DISABLED
694,U01228,2,ENABLED
695,U01228,3,ENABLED
696,U01228,4,DISABLED
697,U00687,1,ENABLED
698,U00687,2,DISABLED
699,U00687,3,DISABLED
700,U00687,4,ENABLED
701,U03522,1,ENABLED
702,U03522,2,DISABLED
703,U03522,3,ENABLED
704,U03522,4,DISABLED
705,U02718,1,DISABLED
706,U02718,2,DISABLED
707,U02718,3,DISABLED
708,U02718,4,DISABLED
709,U02022,1,ENABLED
710,U02022,2,ENABLED
711,U02022,3,ENABLED
712,U02022,4,ENABLED
713,U02979,1,ENABLED
714,U02979,2,ENABLED
715,U02979,3,ENABLED
716,U02979,4,DISABLED
717,U01755,1,DISABLED
718,U01755,2,DISABLED
719,U01755,3,DISABLED
720,U01755,4,DISABLED
721,U00246,1,ENABLED
722,U00246,2,ENABLED
723,U00246,3,DISABLED
724,U00246,4,ENABLED
725,U02908,1,DISABLED
726,U02908,2,ENABLED
727,U02908,3,ENABLED
728,U02908,4,DISABLED
729,U03378,1,DISABLED
730,U03378,2,ENABLED
731,U03378,3,DISABLED
732,U03378,4,ENABLED
733,U00510,1,DISABLED
734,U00510,2,ENABLED
735,U00510,3,ENABLED
736,U00510,4,ENABLED
737,U04212,1,ENABLED
738,U04212,2,ENABLED
739,U04212,3,ENABLED
740,U04212,4,DISABLED
741,U00820,1,ENABLED
742,U00820,2,ENABLED
743,U00820,3,DISABLED
744,U00820,4,ENABLED
745,U01364,1,ENABLED
746,U01364,2,ENABLED
747,U01364,3,ENABLED
748,U01364,4,ENABLED
749,U03054,1,ENABLED
750,U03054,2,ENABLED
751,U03054,3,DISABLED
752,U03054,4,ENABLED
753,U02682,1,ENABLED
754,U02682,2,ENABLED
755,U02682,3,DISABLED
756,U02682,4,ENABLED
757,U02545,1,ENABLED
758,U02545,2,DISABLED
759,U02545,3,ENABLED
760,U02545,4,DISABLED
761,U01448,1,DISABLED
762,U01448,2,ENABLED
763,U01448,3,DISABLED
764,U01448,4,DISABLED
765,U01013,1,ENABLED
766,U01013,2,DISABLED
767,U01013,3,DISABLED
768,U01013,4,DISABLED
769,U03630,1,DISABLED
770,U03630,2,DISABLED
771,U03630,3,ENABLED
772,U03630,4,ENABLED
773,U00390,1,DISABLED
774,U00390,2,DISABLED
775,U00390,3,ENABLED
776,U00390,4,DISABLED
777,U02825,1,ENABLED
778,U02825,2,ENABLED
779,U02825,3,DISABLED
780,U02825,4,ENABLED
781,U00035,1,ENABLED
782,U00035,2,DISABLED
783,U00035,3,DISABLED
784,U00035,4,ENABLED
785,U00681,1,ENABLED
786,U00681,2,DISABLED
787,U00681,3,ENABLED
788,U00681,4,ENABLED
789,U01583,1,ENABLED
790,U01583,2,DISABLED
791,U01583,3,DISABLED
792,U01583,4,ENABLED
793,U04739,1,DISABLED
794,U04739,2,DISABLED
795,U04739,3,DISABLED
796,U04739,4,DISABLED
797,U02643,1,ENABLED
798,U02643,2,ENABLED
799,U02643,3,ENABLED
800,U02643,4,DISABLED
801,U00192,1,DISABLED
802,U00192,2,DISABLED
803,U00192,3,DISABLED
804,U00192,4,ENABLED
805,U01430,1,DISABLED
806,U01430,2,ENABLED
807,U01430,3,ENABLED
808,U01430,4,ENABLED
809,U03544,1,ENABLED
810,U03544,2,ENABLED
811,U03544,3,ENABLED
812,U03544,4,ENABLED
813,U00610,1,DISABLED
814,U00610,2,DISABLED
815,U00610,3,DISABLED
816,U00610,4,ENABLED
817,U04228,1,ENABLED
818,U04228,2,ENABLED
819,U04228,3,DISABLED
820,U04228,4,ENABLED
821,U03864,1,DISABLED
822,U03864,2,ENABLED
823,U03864,3,ENABLED
824,U03864,4,DISABLED
825,U04598,1,ENABLED
826,U04598,2,ENABLED
827,U04598,3,ENABLED
828,U04598,4,ENABLED
829,U02196,1,ENABLED
830,U02196,2,ENABLED
831,U02196,3,DISABLED
832,U02196,4,ENABLED
833,U02255,1,ENABLED
834,U02255,2,ENABLED
835,U02255,3,ENABLED
836,U02255,4,ENABLED
837,U00130,1,ENABLED
838,U00130,2,DISABLED
839,U00130,3,DISABLED
840,U00130,4,ENABLED
841,U00048,1,ENABLED
842,U00048,2,ENABLED
843,U00048,3,DISABLED
844,U00048,4,DISABLED
845,U03574,1,ENABLED
846,U03574,2,DISABLED
847,U03574,3,ENABLED
848,U03574,4,DISABLED
849,U00237,1,ENABLED
850,U00237,2,ENABLED
851,U00237,3,DISABLED
852,U00237,4,DISABLED
853,U00308,1,DISABLED
854,U00308,2,ENABLED
855,U00308,3,DISABLED
856,U00308,4,DISABLED
857,U02342,1,DISABLED
858,U02342,2,DISABLED
859,U02342,3,DISABLED
860,U02342,4,ENABLED
861,U01335,1,ENABLED
862,U01335,2,DISABLED
863,U01335,3,ENABLED
864,U01335,4,DISABLED
865,U01962,1,ENABLED
866,U01962,2,ENABLED
867,U01962,3,ENABLED
868,U01962,4,DISABLED
869,U00793,1,DISABLED
870,U00793,2,DISABLED
871,U00793,3,DISABLED
872,U00793,4,DISABLED
873,U00665,1,ENABLED
874,U00665,2,ENABLED
875,U00665,3,ENABLED
876,U00665,4,ENABLED
877,U00381,1,ENABLED
878,U00381,2,DISABLED
879,U00381,3,DISABLED
880,U00381,4,ENABLED
881,U02499,1,ENABLED
882,U02499,2,DISABLED
883,U02499,3,DISABLED
884,U02499,4,ENABLED
885,U00271,1,ENABLED
886,U00271,2,DISABLED
887,U00271,3,ENABLED
888,U00271,4,DISABLED
889,U03668,1,DISABLED
890,U03668,2,DISABLED
891,U03668,3,ENABLED
892,U03668,4,ENABLED
893,U00889,1,DISABLED
894,U00889,2,ENABLED
895,U00889,3,DISABLED
896,U00889,4,ENABLED
897,U03935,1,ENABLED
898,U03935,2,DISABLED
899,U03935,3,ENABLED
900,U03935,4,ENABLED
901,U02075,1,ENABLED
902,U02075,2,ENABLED
903,U02075,3,DISABLED
904,U02075,4,ENABLED
905,U04576,1,DISABLED
906,U04576,2,DISABLED
907,U04576,3,ENABLED
908,U04576,4,DISABLED
909,U03842,1,ENABLED
910,U03842,2,ENABLED
911,U03842,3,ENABLED
912,U03842,4,DISABLED
913,U02564,1,DISABLED
914,U02564,2,ENABLED
915,U02564,3,DISABLED
916,U02564,4,ENABLED
917,U01078,1,ENABLED
918,U01078,2,DISABLED
919,U01078,3,DISABLED
920,U01078,4,ENABLED
921,U02840,1,DISABLED
922,U02840,2,ENABLED
923,U02840,3,DISABLED
924,U02840,4,ENABLED
925,U00008,1,DISABLED
926,U00008,2,DISABLED
927,U00008,3,ENABLED
928,U00008,4,ENABLED
929,U03822,1,DISABLED
930,U03822,2,ENABLED
931,U03822,3,DISABLED
932,U03822,4,ENABLED
933,U03984,1,ENABLED
934,U03984,2,ENABLED
935,U03984,3,ENABLED
936,U03984,4,DISABLED
937,U01266,1,DISABLED
938,U01266,2,DISABLED
939,U01266,3,DISABLED
940,U01266,4,ENABLED
941,U03251,1,ENABLED
942,U03251,2,ENABLED
943,U03251,3,ENABLED
944,U03251,4,ENABLED
945,U03397,1,ENABLED
946,U03397,2,ENABLED
947,U03397,3,ENABLED
948,U03397,4,DISABLED
949,U04821,1,ENABLED
950,U04821,2,DISABLED
951,U04821,3,ENABLED
952,U04821,4,ENABLED
953,U04710,1,ENABLED
954,U04710,2,DISABLED
955,U04710,3,ENABLED
956,U04710,4,ENABLED
957,U01010,1,DISABLED
958,U01010,2,ENABLED
959,U01010,3,ENABLED
960,U01010,4,DISABLED
961,U04320,1,DISABLED
962,U04320,2,ENABLED
963,U04320,3,DISABLED
964,U04320,4,DISABLED
965,U03098,1,ENABLED
966,U03098,2,DISABLED
967,U03098,3,ENABLED
968,U03098,4,ENABLED
969,U03192,1,DISABLED
970,U03192,2,ENABLED
971,U03192,3,ENABLED
972,U03192,4,ENABLED
973,U03226,1,ENABLED
974,U03226,2,ENABLED
975,U03226,3,ENABLED
976,U03226,4,DISABLED
977,U00521,1,ENABLED
978,U00521,2,DISABLED
979,U00521,3,ENABLED
980,U00521,4,DISABLED
981,U04517,1,DISABLED
982,U04517,2,ENABLED
983,U04517,3,DISABLED
984,U04517,4,DISABLED
985,U02549,1,DISABLED
986,U02549,2,DISABLED
987,U02549,3,ENABLED
988,U02549,4,ENABLED
989,U00762,1,ENABLED
990,U00762,2,DISABLED
991,U00762,3,DISABLED
992,U00762,4,ENABLED
993,U02627,1,DISABLED
994,U02627,2,DISABLED
995,U02627,3,DISABLED
996,U02627,4,ENABLED
