user_id,prev_loc,curr_loc,updated_at
U02619,POINT(-69.758735 32.393247),POINT(-106.181657 29.237797),2024-02-02 22:01:00
U02841,POINT(-89.428321 44.717733),POINT(-76.073986 39.615741),2025-11-13 00:35:11
U03473,POINT(-91.224952 33.639783),POINT(-98.182999 47.543370),2024-01-20 23:16:32
U04273,POINT(-105.434113 38.304054),POINT(-74.098477 43.142550),2024-07-03 20:41:36
U03068,POINT(-115.229143 37.927726),POINT(-91.862471 32.148064),2024-04-30 09:58:50
U02959,POINT(-75.158354 45.651281),POINT(-79.440056 44.691130),2025-03-15 15:25:12
U02477,POINT(-97.276072 35.836487),POINT(-117.728752 45.645812),2025-07-12 08:13:55
U04390,POINT(-81.616719 45.585595),POINT(-86.720979 41.359899),2025-02-25 23:12:36
U00766,POINT(-105.431841 27.172266),POINT(-123.191542 28.763039),2025-08-01 07:45:08
U04735,POINT(-91.077715 36.372731),POINT(-122.661088 43.012913),2025-09-12 15:18:03
U03751,POINT(-103.898876 36.726838),POINT(-83.045658 32.464356),2025-03-14 17:10:37
U03572,POINT(-123.963088 47.655828),POINT(-71.303292 29.320777),2025-06-24 05:16:31
U03158,POINT(-82.452081 25.061581),POINT(-82.172241 47.225104),2025-11-27 12:39:28
U04555,POINT(-102.944601 30.777715),POINT(-117.652281 29.861450),2025-09-24 11:04:35
U02801,POINT(-114.427894 40.006365),POINT(-74.886120 27.354175),2025-12-28 09:10:04
U02396,POINT(-84.527746 38.732054),POINT(-74.897933 26.385858),2025-06-06 14:08:46
U01424,POINT(-75.860998 41.813699),POINT(-122.480820 47.107405),2025-07-17 15:07:12
U03451,POINT(-113.856198 30.222912),POINT(-118.954029 47.341720),2024-03-04 16:21:09
U01136,POINT(-116.712593 25.580540),POINT(-82.855750 41.822924),2024-12-12 18:13:03
U04253,POINT(-69.897986 31.315639),POINT(-116.805555 39.502603),2024-08-28 09:17:21
U03984,POINT(-88.353690 27.672949),POINT(-70.079517 27.054947),2024-05-30 00:33:47
U03116,POINT(-123.894963 41.807787),POINT(-111.738918 32.739491),2025-03-21 02:37:26
U00414,POINT(-68.434563 46.214260),POINT(-72.687158 32.611464),2024-07-15 10:32:59
U00578,POINT(-100.433558 39.850803),POINT(-74.005442 44.309748),2025-07-05 10:51:00
U02686,POINT(-105.084483 44.207781),POINT(-115.596559 37.482969),2024-02-29 10:45:16
U01799,POINT(-110.032694 46.269095),POINT(-110.384456 36.078793),2024-09-10 13:56:24
U02815,POINT(-79.968690 37.734648),POINT(-89.540543 32.619773),2024-10-05 10:46:54
U01243,POINT(-102.012716 31.926283),POINT(-100.060844 34.075846),2025-05-18 08:03:47
U03174,POINT(-106.388901 25.313034),POINT(-122.146049 25.932934),2025-08-05 16:22:56
U04966,POINT(-80.993425 27.083745),POINT(-104.656000 40.922816),2024-02-24 01:08:42
U03753,POINT(-105.797399 33.708608),POINT(-88.366022 28.989033),2024-09-20 06:11:49
U03093,POINT(-121.776757 34.284266),POINT(-88.760621 34.050301),2026-01-25 14:34:36
U00659,POINT(-107.267086 48.475785),POINT(-73.727742 26.583652),2024-12-25 17:08:45
U03341,POINT(-72.435578 43.816605),POINT(-96.359426 34.726934),2024-05-01 05:08:10
U04355,POINT(-123.934169 34.864114),POINT(-84.431525 29.249418),2025-12-07 18:34:26
U03151,POINT(-98.290026 37.693091),POINT(-88.705307 44.035482),2025-11-03 21:22:05
U00071,POINT(-80.321033 32.765058),POINT(-97.858615 44.436157),2024-10-07 10:42:22
U03498,POINT(-102.856689 26.769894),POINT(-89.836787 33.938900),2025-01-24 23:14:20
U00641,POINT(-84.696887 40.169186),POINT(-107.202543 30.281091),2024-06-01 13:22:10
U00084,POINT(-82.227960 42.230453),POINT(-114.794874 39.956952),2025-01-02 17:59:09
U01199,POINT(-104.146657 36.753887),POINT(-81.190853 33.437316),2024-08-22 12:55:13
U02570,POINT(-82.252090 47.847040),POINT(-86.882044 35.926059),2024-07-04 06:33:21
U02348,POINT(-113.534964 33.065498),POINT(-115.160899 37.255689),2024-08-31 14:01:39
U03466,POINT(-122.657392 32.638877),POINT(-71.486046 45.654500),2026-03-05 17:59:39
U03707,POINT(-75.566151 47.513506),POINT(-93.886005 33.805458),2025-06-03 10:22:57
U02176,POINT(-88.268833 39.053540),POINT(-122.707618 31.223268),2025-04-18 12:08:16
U04154,POINT(-103.779671 26.519683),POINT(-112.463317 47.803864),2025-06-01 12:44:46
U04909,POINT(-101.413205 29.754770),POINT(-68.363957 26.945338),2024-01-25 04:30:53
U03218,POINT(-116.475512 29.495682),POINT(-121.917948 27.319211),2026-03-13 21:47:52
U01428,POINT(-77.262768 38.684781),POINT(-97.279725 47.501118),2024-03-30 22:36:34
U02982,POINT(-82.646840 26.863439),POINT(-74.147608 39.046332),2025-03-26 19:04:19
U02606,POINT(-81.987795 38.664656),POINT(-121.996375 44.262207),2024-09-23 01:06:07
U02074,POINT(-94.678833 30.314184),POINT(-69.167870 32.585193),2024-02-23 11:40:48
U00370,POINT(-102.046111 46.360394),POINT(-95.670323 45.289273),2024-08-22 12:14:40
U03718,POINT(-110.223488 25.946431),POINT(-75.504160 34.997081),2025-05-02 17:59:09
U02550,POINT(-109.984967 27.280098),POINT(-107.640530 38.215947),2024-08-15 17:49:36
U02139,POINT(-121.252432 30.873106),POINT(-98.298606 48.840152),2025-06-27 00:55:27
U00401,POINT(-113.169862 38.012403),POINT(-110.798723 40.590556),2024-12-01 06:20:23
U02702,POINT(-114.846364 29.583470),POINT(-116.101393 30.429491),2025-06-21 13:19:18
U00241,POINT(-81.744698 31.887587),POINT(-78.341367 32.739396),2024-09-17 07:50:57
U00344,POINT(-76.643881 44.564682),POINT(-67.147937 40.593280),2024-06-19 22:14:47
U03700,POINT(-81.783587 35.722478),POINT(-70.444657 45.708457),2026-02-23 04:17:10
U02981,POINT(-97.278724 47.531706),POINT(-84.736201 46.623537),2024-08-14 01:16:44
U04062,POINT(-88.133836 36.833465),POINT(-92.111767 48.940411),2024-01-22 04:10:21
U01252,POINT(-87.012548 25.694214),POINT(-96.470659 27.058994),2024-11-23 12:03:49
U02114,POINT(-115.244730 41.357622),POINT(-114.148365 29.218027),2024-05-24 14:41:22
U03638,POINT(-115.807795 48.507896),POINT(-110.829533 37.277404),2024-05-06 21:03:56
U01630,POINT(-71.322883 43.854426),POINT(-76.284163 26.407945),2024-07-10 19:12:50
U00901,POINT(-123.528511 38.542897),POINT(-90.281888 40.704954),2024-05-21 00:30:33
U02727,POINT(-94.227525 37.734190),POINT(-90.911541 34.104172),2025-01-03 04:45:41
U04143,POINT(-123.164359 29.006669),POINT(-81.699723 29.095229),2024-12-22 02:30:45
U01468,POINT(-121.172878 28.838369),POINT(-94.599095 32.455971),2024-09-09 00:14:23
U02079,POINT(-103.260114 47.679333),POINT(-114.533208 45.587825),2025-06-23 04:58:33
U04992,POINT(-112.826999 43.785808),POINT(-71.598054 37.909834),2025-07-14 01:28:14
U01439,POINT(-86.496938 37.036137),POINT(-102.564207 36.719973),2025-07-07 00:51:43
U01613,POINT(-121.129631 36.109550),POINT(-89.138422 45.867059),2024-07-30 06:05:30
U03574,POINT(-72.473909 30.173758),POINT(-67.282487 26.344127),2026-01-08 14:30:50
U00780,POINT(-69.923045 27.526142),POINT(-80.233332 27.649412),2025-01-07 10:52:13
U02092,POINT(-109.984378 42.383276),POINT(-123.997616 44.954843),2025-05-03 02:32:18
U01558,POINT(-81.206836 33.195170),POINT(-84.631689 45.322320),2025-02-17 04:08:41
U02087,POINT(-115.779916 33.672014),POINT(-73.184018 44.124417),2024-10-22 13:38:17
U02582,POINT(-82.068287 39.522229),POINT(-82.490767 36.495384),2026-01-18 20:46:30
U04871,POINT(-73.682628 41.346144),POINT(-67.885180 25.130304),2026-04-01 14:45:28
U01059,POINT(-95.655416 26.834719),POINT(-83.233990 42.087751),2025-06-01 21:28:58
U04247,POINT(-82.079725 42.976724),POINT(-99.154500 48.245251),2024-11-10 17:15:37
U02140,POINT(-97.484167 34.258176),POINT(-69.187051 46.876005),2025-04-02 14:44:17
U01774,POINT(-103.760131 43.824849),POINT(-101.480207 42.643573),2025-04-29 03:23:15
U04872,POINT(-118.925577 42.928367),POINT(-101.262102 44.245835),2024-10-22 23:33:27
U00919,POINT(-67.525134 43.969398),POINT(-112.491837 35.241661),2024-04-10 01:26:16
U00164,POINT(-107.212470 33.104295),POINT(-98.686429 32.436297),2026-02-12 00:49:12
U03403,POINT(-69.095942 41.610117),POINT(-96.997716 29.062630),2024-09-09 21:02:34
U04556,POINT(-76.071207 33.552555),POINT(-117.944620 30.232617),2024-01-03 14:24:22
U00362,POINT(-93.016980 47.349677),POINT(-78.411501 29.760865),2024-10-19 08:21:53
U02525,POINT(-102.576102 31.442313),POINT(-75.713123 41.781406),2025-01-24 15:27:59
U04177,POINT(-77.435864 31.333117),POINT(-102.112960 37.874221),2025-12-14 09:24:04
U01463,POINT(-118.034635 43.576387),POINT(-115.065572 29.373614),2024-02-07 11:16:44
U02965,POINT(-68.116996 38.905816),POINT(-104.198219 34.357426),2026-03-28 09:11:32
U01983,POINT(-68.638586 39.180759),POINT(-82.397130 39.780269),2025-01-16 01:37:19
U01377,POINT(-113.581198 46.220234),POINT(-84.525399 27.259726),2025-12-30 23:14:55
U03099,POINT(-117.883434 27.677835),POINT(-114.545110 48.415956),2025-07-28 11:25:22
U03176,POINT(-98.414277 30.065350),POINT(-80.331818 33.943188),2024-01-07 14:27:49
U04924,POINT(-122.394627 45.496718),POINT(-82.229974 26.716073),2025-07-11 12:19:57
U01363,POINT(-109.784267 30.226962),POINT(-91.767967 48.096343),2025-05-14 06:36:23
U02595,POINT(-118.592330 35.185800),POINT(-89.287144 30.550136),2025-01-19 02:22:04
U03392,POINT(-79.411526 46.917571),POINT(-98.284386 47.274295),2025-01-14 12:31:58
U02253,POINT(-81.194100 42.645684),POINT(-70.225360 28.149404),2026-04-03 10:02:14
U00437,POINT(-80.350841 34.909136),POINT(-85.391476 44.110230),2026-03-02 00:09:04
U00325,POINT(-120.399785 44.530354),POINT(-85.654065 36.208031),2025-11-04 11:31:53
U00729,POINT(-121.921858 25.087306),POINT(-69.728335 41.922014),2025-07-20 17:10:31
U02823,POINT(-69.190713 29.222323),POINT(-83.120305 38.223520),2024-02-10 23:26:06
U00915,POINT(-67.755621 28.150841),POINT(-119.394015 46.110560),2024-08-14 16:12:03
U01536,POINT(-110.599818 32.341627),POINT(-119.971101 35.027130),2025-09-03 08:44:33
U03479,POINT(-78.987548 36.603760),POINT(-105.581124 37.979176),2024-06-23 15:11:25
U00859,POINT(-70.387642 25.462506),POINT(-88.059423 27.815283),2024-11-26 23:17:28
U03893,POINT(-93.084076 34.960777),POINT(-115.352324 38.726270),2024-08-10 23:55:11
U04726,POINT(-86.216306 32.501469),POINT(-114.540334 29.029657),2025-04-15 11:15:47
U03826,POINT(-78.349552 34.514088),POINT(-113.206840 46.424584),2026-01-12 08:11:41
U00882,POINT(-106.380478 28.511743),POINT(-109.674785 46.566769),2024-11-03 21:36:02
U04056,POINT(-122.423255 45.625234),POINT(-122.341731 45.217907),2024-10-10 22:30:27
U01094,POINT(-112.498022 31.472205),POINT(-119.830933 33.585228),2025-01-29 20:56:05
U00683,POINT(-105.871837 45.702188),POINT(-88.777918 27.105744),2024-03-08 15:02:55
U02164,POINT(-110.437677 38.645006),POINT(-68.228000 28.342989),2024-08-10 11:13:57
U04319,POINT(-88.145097 28.378603),POINT(-110.384664 29.007479),2024-06-01 11:55:54
U02986,POINT(-95.483740 28.826871),POINT(-75.273017 48.187662),2025-08-23 22:48:34
U03994,POINT(-118.103636 47.209274),POINT(-117.405180 26.787081),2025-06-04 05:14:23
U02111,POINT(-73.674528 38.782398),POINT(-71.536199 41.789357),2024-09-07 10:57:33
U03067,POINT(-117.936376 30.693248),POINT(-101.439485 43.481197),2025-05-14 05:40:08
U04129,POINT(-107.628456 44.956920),POINT(-99.863738 26.551698),2026-02-28 15:02:20
U00314,POINT(-121.623346 46.916128),POINT(-109.723996 46.267774),2024-04-19 05:14:48
U04166,POINT(-68.013100 28.735526),POINT(-76.135268 34.683997),2024-12-16 21:13:48
U03195,POINT(-68.199733 44.279421),POINT(-121.894033 31.321003),2024-09-30 19:41:55
U02405,POINT(-122.504638 26.480446),POINT(-85.841505 28.953637),2024-04-19 05:17:10
U03731,POINT(-94.426282 44.150154),POINT(-109.508094 44.870011),2024-05-10 13:42:39
U00513,POINT(-112.462385 48.281847),POINT(-92.252279 40.951822),2024-02-24 12:48:25
U00221,POINT(-113.015013 43.455600),POINT(-113.151603 27.234531),2025-12-07 02:26:29
U04482,POINT(-106.215961 38.187799),POINT(-121.422687 35.101222),2024-10-25 17:31:36
U02833,POINT(-118.060215 32.920712),POINT(-121.878341 38.837176),2024-06-11 13:01:54
U04747,POINT(-105.848225 28.745711),POINT(-122.098099 42.471065),2026-03-31 21:33:20
U00916,POINT(-87.303447 35.515307),POINT(-96.052304 41.510137),2024-03-22 20:29:07
U04800,POINT(-100.486415 39.106225),POINT(-120.499948 35.229990),2026-03-19 00:04:08
U01100,POINT(-100.814104 25.465416),POINT(-89.004353 33.096771),2025-03-06 19:47:46
U04314,POINT(-100.130923 29.019656),POINT(-109.581443 34.853778),2025-10-16 23:10:18
U04568,POINT(-90.949810 43.821006),POINT(-86.186724 30.528077),2025-06-17 19:14:20
U00822,POINT(-102.744259 43.452785),POINT(-85.924917 43.359843),2026-01-08 14:39:02
U01910,POINT(-78.808679 41.048009),POINT(-115.828870 29.099531),2024-12-19 13:04:40
U03506,POINT(-96.293066 34.494009),POINT(-74.475287 34.529786),2025-01-06 08:22:53
U02379,POINT(-99.973210 39.782242),POINT(-108.248974 39.634892),2025-06-11 01:58:50
U03334,POINT(-104.548726 31.404811),POINT(-103.419577 25.451182),2025-05-18 23:15:04
U04280,POINT(-121.762128 44.152849),POINT(-112.841655 36.001534),2024-03-22 09:00:07
U03602,POINT(-108.336459 47.258793),POINT(-86.475356 29.907164),2024-10-12 10:04:34
U04405,POINT(-75.512849 43.986117),POINT(-99.991007 41.767025),2024-02-20 01:08:24
U04112,POINT(-116.136984 43.150821),POINT(-107.397137 47.718415),2026-03-25 14:25:49
U02212,POINT(-80.517081 31.811818),POINT(-114.509245 32.033285),2024-12-10 11:12:58
U03876,POINT(-87.173335 29.707892),POINT(-81.820860 28.614118),2025-03-12 12:46:15
U01907,POINT(-78.580445 45.480413),POINT(-73.903841 25.696348),2024-02-23 17:18:09
U03972,POINT(-98.996333 27.198836),POINT(-117.957795 44.755774),2024-09-10 19:01:12
U00194,POINT(-67.506571 26.378466),POINT(-111.159585 37.127609),2025-03-18 03:48:58
U03150,POINT(-77.490742 45.097697),POINT(-73.858862 31.828466),2024-12-01 10:53:34
U02514,POINT(-117.536210 31.228388),POINT(-76.179601 41.995829),2025-07-21 20:17:09
U02389,POINT(-78.078197 48.183165),POINT(-104.118169 33.017382),2025-12-08 20:10:06
U02773,POINT(-80.695761 36.729247),POINT(-90.785816 35.162433),2024-07-10 12:53:37
U01885,POINT(-99.091885 45.773382),POINT(-119.143513 43.203291),2024-12-05 04:57:16
U04973,POINT(-122.630056 31.626239),POINT(-102.421828 38.668635),2026-01-06 01:56:17
U01016,POINT(-97.939526 42.329090),POINT(-113.536096 46.476441),2024-02-19 03:58:11
U04097,POINT(-76.406715 35.818422),POINT(-97.565039 33.047282),2025-03-31 17:15:22
U03233,POINT(-120.487268 46.822910),POINT(-84.049534 45.007868),2025-03-11 19:34:56
U00892,POINT(-117.864750 28.736050),POINT(-69.411546 47.183628),2024-06-25 13:56:28
U01329,POINT(-102.909394 28.234852),POINT(-88.568616 27.352470),2026-03-15 11:58:46
U01502,POINT(-112.572949 45.427637),POINT(-95.495041 44.068687),2024-03-27 23:25:23
U00601,POINT(-74.232577 45.222614),POINT(-100.514847 39.444521),2024-10-14 04:17:26
U03676,POINT(-67.314079 47.467975),POINT(-70.001499 27.340773),2024-07-21 20:58:17
U00865,POINT(-95.248437 33.360929),POINT(-89.708752 39.190235),2025-08-24 01:21:22
U02098,POINT(-97.036014 27.480380),POINT(-93.602758 28.794076),2025-12-17 00:33:20
U02414,POINT(-106.330575 31.030250),POINT(-85.849549 33.266991),2025-07-16 17:09:09
U01771,POINT(-123.430899 38.772817),POINT(-95.681663 47.630713),2025-05-16 02:03:22
U02887,POINT(-92.945230 32.372646),POINT(-92.679714 34.351362),2025-11-27 11:59:30
U00568,POINT(-104.788557 25.730013),POINT(-81.402185 26.115723),2026-03-18 18:03:50
U04367,POINT(-71.716640 39.460351),POINT(-81.967620 38.808863),2024-12-12 17:13:12
U03482,POINT(-95.611014 29.425861),POINT(-73.845423 35.544769),2026-02-21 07:01:22
U04767,POINT(-111.193220 43.140165),POINT(-76.894329 40.541506),2024-01-27 19:11:59
U00884,POINT(-100.704453 39.422778),POINT(-88.248033 39.185383),2024-05-16 15:44:10
U01562,POINT(-89.656495 36.997215),POINT(-71.629443 40.242883),2025-05-18 06:58:57
U00346,POINT(-113.157256 26.863965),POINT(-104.005663 32.339838),2026-02-24 01:07:21
U00635,POINT(-123.598413 30.488564),POINT(-87.261560 27.112817),2025-12-01 06:56:48
U04889,POINT(-108.562703 43.711827),POINT(-103.444418 46.323445),2025-12-11 11:56:35
U03311,POINT(-117.915438 42.613100),POINT(-91.651028 42.537746),2025-03-13 05:22:48
U00457,POINT(-79.813913 44.168036),POINT(-73.141172 28.342563),2025-02-20 08:30:11
U04411,POINT(-104.801591 45.025123),POINT(-119.437588 37.768553),2026-04-11 19:23:51
U03921,POINT(-81.560182 48.029282),POINT(-108.491937 33.396793),2025-02-22 16:29:05
U03160,POINT(-96.133791 27.819138),POINT(-84.196377 35.937721),2025-10-15 10:55:43
U02384,POINT(-109.964910 29.435149),POINT(-108.956428 36.107250),2025-11-17 00:19:18
U01365,POINT(-94.751664 47.327042),POINT(-120.413863 32.713988),2024-06-06 11:14:15
U04425,POINT(-69.486779 44.415501),POINT(-110.318932 39.726747),2024-06-19 01:34:54
U02173,POINT(-91.926256 42.725360),POINT(-102.679550 47.478425),2025-08-19 13:52:12
U04884,POINT(-121.422518 41.982915),POINT(-96.017442 42.050161),2025-08-30 17:48:06
U01041,POINT(-87.541682 28.662049),POINT(-72.080268 33.059926),2025-08-13 15:15:56
U00312,POINT(-67.150867 47.980728),POINT(-99.443454 33.597590),2026-03-15 10:48:00
U01273,POINT(-100.490526 36.750473),POINT(-97.113251 38.392509),2024-12-20 21:54:53
U00117,POINT(-119.906709 39.975032),POINT(-111.319011 25.245119),2025-05-30 21:08:11
U01833,POINT(-111.300351 27.696126),POINT(-92.679109 43.546285),2024-10-13 07:46:13
U01994,POINT(-77.589768 36.823766),POINT(-94.929176 48.167656),2025-02-04 01:52:21
U00744,POINT(-67.262908 41.876078),POINT(-71.396873 36.921849),2025-05-31 08:44:27
U02002,POINT(-94.857265 25.548005),POINT(-79.102528 48.787009),2024-11-13 05:30:17
U02599,POINT(-87.969421 32.443170),POINT(-77.792018 28.282953),2025-06-08 00:43:59
U03162,POINT(-67.675492 25.237691),POINT(-112.932591 37.569036),2025-07-13 14:57:55
U04681,POINT(-70.180288 33.619164),POINT(-110.341156 48.854126),2024-02-28 01:16:28
U03595,POINT(-79.321348 44.428175),POINT(-111.653022 40.595905),2025-06-19 02:14:49
U04654,POINT(-122.477078 36.415001),POINT(-109.451276 46.745642),2025-03-30 20:18:02
U04193,POINT(-121.184972 48.611544),POINT(-74.258415 38.551660),2026-02-26 08:41:20
U01271,POINT(-89.674691 46.439707),POINT(-94.664929 29.717395),2024-02-17 22:13:13
U02333,POINT(-87.731978 42.981981),POINT(-114.731984 37.200297),2024-09-28 15:27:03
U02788,POINT(-95.856504 28.702710),POINT(-69.187810 32.598650),2024-11-09 02:56:22
U01980,POINT(-102.029480 26.251228),POINT(-67.988128 28.670071),2025-07-07 13:45:23
U03389,POINT(-121.378517 28.355510),POINT(-93.515729 37.388049),2026-03-10 06:12:45
U04198,POINT(-82.740172 36.303722),POINT(-97.019724 32.197087),2025-03-15 12:15:16
U02510,POINT(-109.405814 29.046145),POINT(-108.797757 38.004873),2025-03-12 07:39:21
U00382,POINT(-80.541025 37.210001),POINT(-105.929359 39.471183),2024-11-01 23:29:31
U02809,POINT(-91.856088 34.823092),POINT(-109.216240 38.184875),2025-09-27 22:37:51
U04573,POINT(-111.854281 29.392113),POINT(-93.819201 39.553822),2024-08-02 09:10:11
U04461,POINT(-98.268302 26.143656),POINT(-87.176353 30.884456),2024-03-21 19:28:37
U01115,POINT(-79.897958 32.212003),POINT(-92.839464 41.959352),2024-01-29 20:36:51
U00727,POINT(-111.109603 31.395269),POINT(-74.904462 34.375807),2025-03-22 21:20:24
U01193,POINT(-98.223875 25.235912),POINT(-97.279258 27.604635),2025-01-09 04:00:36
U02853,POINT(-76.293349 29.615534),POINT(-71.129557 36.057059),2025-03-25 01:06:47
U02440,POINT(-104.661985 32.222371),POINT(-91.379716 42.281015),2026-01-18 05:39:52
U04494,POINT(-68.816908 27.157686),POINT(-98.186767 45.671114),2025-07-10 01:23:15
U00998,POINT(-111.401344 27.792036),POINT(-99.384403 27.871414),2026-02-09 03:07:09
U00937,POINT(-113.089210 41.768690),POINT(-123.352487 43.303115),2026-03-06 07:49:39
U04711,POINT(-115.666173 31.882333),POINT(-74.755481 27.083396),2024-09-12 04:17:14
U03287,POINT(-109.296074 44.843296),POINT(-74.123451 28.515759),2024-06-03 03:40:08
U03613,POINT(-109.357835 47.994611),POINT(-90.218247 41.817010),2025-12-01 18:56:11
U03949,POINT(-80.335827 33.559615),POINT(-109.039387 34.856723),2024-06-29 18:22:54
U04926,POINT(-97.291764 36.457412),POINT(-114.339881 48.971402),2025-02-26 16:21:35
U01112,POINT(-71.125685 45.743833),POINT(-103.748172 42.065189),2026-03-25 19:33:18
U04264,POINT(-106.884399 28.950694),POINT(-75.534692 41.328901),2025-05-22 00:22:04
U02682,POINT(-88.480985 39.555944),POINT(-74.781557 25.959092),2025-12-19 19:06:26
U03141,POINT(-116.733813 28.856658),POINT(-101.753646 25.268095),2024-10-17 18:42:29
U04959,POINT(-75.544853 35.317283),POINT(-76.540296 36.040028),2025-01-26 09:23:09
U00418,POINT(-98.181204 39.351393),POINT(-104.572136 40.791809),2024-07-21 00:05:06
U04866,POINT(-79.610338 47.129405),POINT(-80.147314 45.473725),2025-01-08 14:37:04
U03380,POINT(-77.001464 41.728097),POINT(-94.704851 39.612646),2025-01-29 07:00:00
U01529,POINT(-99.583211 43.398246),POINT(-84.201160 40.073569),2025-04-20 10:56:19
U00460,POINT(-84.493017 44.643656),POINT(-74.588732 46.621630),2025-10-17 19:15:53
U02290,POINT(-68.521726 27.841457),POINT(-107.138292 26.736089),2024-11-04 11:12:34
U00226,POINT(-98.026306 34.271181),POINT(-107.638899 43.383367),2025-04-08 20:37:36
U03034,POINT(-109.256287 29.975238),POINT(-107.660437 39.393545),2025-05-09 16:24:32
