,user_id,terms_and_conditions,terms_accepted_at,govt_id_path,path_updated_at,skill_codes,availability,current_page,application_status,is_completed,created_at,last_updated_at
40,U0052,True,2025-09-27 08:11:32,/secure/ids/U0052_id.pdf,2025-09-27 08:11:32,"[""1.3.1"", ""1.3.3"", ""4.3.4""]","{""weekdays"": false, ""weekends"": true, ""evenings"": false}",4,PENDING,True,2025-09-27 08:11:32,2025-09-28 08:11:32
41,U0053,True,2025-09-16 04:50:12,/secure/ids/U0053_id.pdf,2025-09-16 04:50:12,"[""3.3.11"", ""3.4"", ""5.1.9"", ""3.7""]","{""weekdays"": true, ""weekends"": false, ""evenings"": false}",4,UNDER_REVIEW,True,2025-09-16 04:50:12,2025-09-21 04:50:12
42,U0055,True,2025-12-30 01:43:42,/secure/ids/U0055_id.pdf,2025-12-30 01:43:42,"[""4.3"", ""1.3"", ""5.1.10""]","{""weekdays"": true, ""weekends"": false, ""evenings"": false}",4,APPROVED,True,2025-12-30 01:43:42,2025-12-31 01:43:42
43,U0059,True,2025-04-24 23:19:23,/secure/ids/U0059_id.pdf,2025-04-24 23:19:23,"[""3.3.9"", ""5.1.10""]","{""weekdays"": false, ""weekends"": true, ""evenings"": false}",4,APPROVED,True,2025-04-24 23:19:23,2025-05-03 23:19:23
44,U0060,True,2025-02-19 04:10:05,/secure/ids/U0060_id.pdf,2025-02-19 04:10:05,"[""1.3.1"", ""6.8"", ""4.3.4"", ""3.3.9""]","{""weekdays"": false, ""weekends"": true, ""evenings"": false}",4,APPROVED,True,2025-02-19 04:10:05,2025-02-21 04:10:05
45,U0062,True,2025-08-11 04:27:35,/secure/ids/U0062_id.pdf,2025-08-11 04:27:35,"[""5.4""]","{""weekdays"": false, ""weekends"": true, ""evenings"": false}",4,APPROVED,True,2025-08-11 04:27:35,2025-08-18 04:27:35
46,U0064,True,2025-03-11 07:35:10,/secure/ids/U0064_id.pdf,2025-03-11 07:35:10,"[""1.3.4""]","{""weekdays"": true, ""weekends"": true, ""evenings"": true}",4,APPROVED,True,2025-03-11 07:35:10,2025-03-17 07:35:10
47,U0066,True,2025-10-07 02:18:53,/secure/ids/U0066_id.pdf,2025-10-07 02:18:53,"[""4.3.4"", ""1.3""]","{""weekdays"": true, ""weekends"": true, ""evenings"": false}",4,UNDER_REVIEW,True,2025-10-07 02:18:53,2025-10-12 02:18:53
48,U0067,True,2025-11-07 16:07:41,/secure/ids/U0067_id.pdf,2025-11-07 16:07:41,"[""6.3""]","{""weekdays"": true, ""weekends"": true, ""evenings"": false}",4,PENDING,True,2025-11-07 16:07:41,2025-11-15 16:07:41
49,U0068,True,2025-10-25 21:39:21,/secure/ids/U0068_id.pdf,2025-10-25 21:39:21,"[""3.3.1""]","{""weekdays"": false, ""weekends"": true, ""evenings"": false}",4,PENDING,True,2025-10-25 21:39:21,2025-11-04 21:39:21
50,U0069,True,2025-12-08 16:36:11,/secure/ids/U0069_id.pdf,2025-12-08 16:36:11,"[""5.1.2"", ""4.3.6""]","{""weekdays"": false, ""weekends"": false, ""evenings"": true}",4,PENDING,True,2025-12-08 16:36:11,2025-12-16 16:36:11
51,U0070,True,2025-05-16 19:53:39,/secure/ids/U0070_id.pdf,2025-05-16 19:53:39,"[""2.4""]","{""weekdays"": false, ""weekends"": true, ""evenings"": true}",4,UNDER_REVIEW,True,2025-05-16 19:53:39,2025-05-18 19:53:39
52,U0072,True,2026-01-01 22:51:27,/secure/ids/U0072_id.pdf,2026-01-01 22:51:27,"[""6.8"", ""4.7"", ""3.2""]","{""weekdays"": true, ""weekends"": false, ""evenings"": true}",4,UNDER_REVIEW,True,2026-01-01 22:51:27,2026-01-06 22:51:27
53,U0076,True,2025-07-31 11:38:09,/secure/ids/U0076_id.pdf,2025-07-31 11:38:09,"[""5.1.6"", ""5.1.3"", ""3.9"", ""3.3.8""]","{""weekdays"": true, ""weekends"": false, ""evenings"": false}",4,APPROVED,True,2025-07-31 11:38:09,2025-08-09 11:38:09
54,U0077,True,2025-09-21 09:48:19,/secure/ids/U0077_id.pdf,2025-09-21 09:48:19,"[""3.3.8"", ""3.3.10"", ""3.7""]","{""weekdays"": true, ""weekends"": true, ""evenings"": false}",4,UNDER_REVIEW,True,2025-09-21 09:48:19,2025-09-27 09:48:19
55,U0079,True,2025-08-11 12:44:28,/secure/ids/U0079_id.pdf,2025-08-11 12:44:28,"[""4.3"", ""3.2"", ""5.1.11"", ""1.3""]","{""weekdays"": false, ""weekends"": false, ""evenings"": true}",4,PENDING,True,2025-08-11 12:44:28,2025-08-14 12:44:28
56,U0080,True,2025-04-27 23:41:52,/secure/ids/U0080_id.pdf,2025-04-27 23:41:52,"[""4.3.5"", ""3.3.2""]","{""weekdays"": true, ""weekends"": true, ""evenings"": false}",4,PENDING,True,2025-04-27 23:41:52,2025-05-06 23:41:52
57,U0081,True,2026-01-07 10:44:28,/secure/ids/U0081_id.pdf,2026-01-07 10:44:28,"[""5.5"", ""5.1.9""]","{""weekdays"": false, ""weekends"": true, ""evenings"": false}",4,APPROVED,True,2026-01-07 10:44:28,2026-01-17 10:44:28
58,U0082,True,2025-10-23 14:15:36,/secure/ids/U0082_id.pdf,2025-10-23 14:15:36,"[""5.1.9"", ""5.1.7"", ""1.3.2""]","{""weekdays"": false, ""weekends"": true, ""evenings"": true}",4,UNDER_REVIEW,True,2025-10-23 14:15:36,2025-10-29 14:15:36
59,U0083,True,2025-05-26 16:10:45,/secure/ids/U0083_id.pdf,2025-05-26 16:10:45,"[""1.3.5"", ""5.1.7""]","{""weekdays"": true, ""weekends"": true, ""evenings"": true}",4,APPROVED,True,2025-05-26 16:10:45,2025-06-01 16:10:45
60,U0084,True,2025-10-13 03:56:22,/secure/ids/U0084_id.pdf,2025-10-13 03:56:22,"[""4.3.5""]","{""weekdays"": true, ""weekends"": false, ""evenings"": false}",4,PENDING,True,2025-10-13 03:56:22,2025-10-19 03:56:22
61,U0085,True,2025-12-25 05:21:15,/secure/ids/U0085_id.pdf,2025-12-25 05:21:15,"[""6.8"", ""5.1"", ""4.3.5""]","{""weekdays"": true, ""weekends"": false, ""evenings"": false}",4,APPROVED,True,2025-12-25 05:21:15,2025-12-28 05:21:15
62,U0086,True,2025-06-21 15:29:49,/secure/ids/U0086_id.pdf,2025-06-21 15:29:49,"[""2.2"", ""4.3""]","{""weekdays"": true, ""weekends"": false, ""evenings"": true}",4,UNDER_REVIEW,True,2025-06-21 15:29:49,2025-06-23 15:29:49
63,U0087,True,2025-05-05 03:48:40,/secure/ids/U0087_id.pdf,2025-05-05 03:48:40,"[""4.2"", ""5.1.7"", ""3.4"", ""6.5""]","{""weekdays"": false, ""weekends"": true, ""evenings"": false}",4,UNDER_REVIEW,True,2025-05-05 03:48:40,2025-05-10 03:48:40
64,U0089,True,2025-02-27 20:09:26,/secure/ids/U0089_id.pdf,2025-02-27 20:09:26,"[""2.3"", ""3.3.13"", ""3.9""]","{""weekdays"": true, ""weekends"": false, ""evenings"": true}",4,APPROVED,True,2025-02-27 20:09:26,2025-03-08 20:09:26
65,U0090,True,2025-08-21 23:33:42,/secure/ids/U0090_id.pdf,2025-08-21 23:33:42,"[""4.7""]","{""weekdays"": false, ""weekends"": true, ""evenings"": false}",4,APPROVED,True,2025-08-21 23:33:42,2025-08-22 23:33:42
66,U0091,True,2025-11-12 15:17:40,/secure/ids/U0091_id.pdf,2025-11-12 15:17:40,"[""1.3""]","{""weekdays"": true, ""weekends"": false, ""evenings"": true}",4,PENDING,True,2025-11-12 15:17:40,2025-11-16 15:17:40
67,U0092,True,2026-01-04 06:15:31,/secure/ids/U0092_id.pdf,2026-01-04 06:15:31,"[""6.5"", ""1.3"", ""6.2"", ""3.5""]","{""weekdays"": false, ""weekends"": false, ""evenings"": true}",4,UNDER_REVIEW,True,2026-01-04 06:15:31,2026-01-07 06:15:31
68,U0094,True,2025-06-14 22:11:48,/secure/ids/U0094_id.pdf,2025-06-14 22:11:48,"[""3.5"", ""3.10"", ""4.3.5""]","{""weekdays"": false, ""weekends"": false, ""evenings"": true}",4,UNDER_REVIEW,True,2025-06-14 22:11:48,2025-06-15 22:11:48
69,U0096,True,2025-10-29 15:53:35,/secure/ids/U0096_id.pdf,2025-10-29 15:53:35,"[""1.3.2"", ""3.3.5"", ""4.2""]","{""weekdays"": false, ""weekends"": false, ""evenings"": true}",4,PENDING,True,2025-10-29 15:53:35,2025-10-30 15:53:35
70,U0097,True,2025-05-01 01:49:10,/secure/ids/U0097_id.pdf,2025-05-01 01:49:10,"[""6.3"", ""3.9"", ""2.3""]","{""weekdays"": true, ""weekends"": false, ""evenings"": true}",4,UNDER_REVIEW,True,2025-05-01 01:49:10,2025-05-08 01:49:10
71,U0099,True,2025-03-22 16:27:11,/secure/ids/U0099_id.pdf,2025-03-22 16:27:11,"[""5.1.11""]","{""weekdays"": true, ""weekends"": true, ""evenings"": true}",4,UNDER_REVIEW,True,2025-03-22 16:27:11,2025-03-31 16:27:11
72,U0101,True,2025-11-23 17:32:51,/secure/ids/U0101_id.pdf,2025-11-23 17:32:51,"[""4.3.3"", ""4.1"", ""3.6"", ""3.2""]","{""weekdays"": false, ""weekends"": false, ""evenings"": true}",4,PENDING,True,2025-11-23 17:32:51,2025-11-26 17:32:51
73,U0103,True,2025-05-28 07:38:30,/secure/ids/U0103_id.pdf,2025-05-28 07:38:30,"[""6.7""]","{""weekdays"": false, ""weekends"": true, ""evenings"": true}",4,PENDING,True,2025-05-28 07:38:30,2025-06-02 07:38:30
74,U0104,True,2025-04-01 04:41:52,/secure/ids/U0104_id.pdf,2025-04-01 04:41:52,"[""5.1.9"", ""6.7"", ""3.3.1""]","{""weekdays"": true, ""weekends"": false, ""evenings"": false}",4,UNDER_REVIEW,True,2025-04-01 04:41:52,2025-04-03 04:41:52
75,U0105,True,2025-09-14 00:50:27,/secure/ids/U0105_id.pdf,2025-09-14 00:50:27,"[""3.3.1"", ""6.7"", ""3.3.4""]","{""weekdays"": false, ""weekends"": true, ""evenings"": true}",4,UNDER_REVIEW,True,2025-09-14 00:50:27,2025-09-17 00:50:27
76,U0107,True,2025-03-16 09:46:21,/secure/ids/U0107_id.pdf,2025-03-16 09:46:21,"[""3.3.2"", ""4.3.6""]","{""weekdays"": true, ""weekends"": true, ""evenings"": true}",4,APPROVED,True,2025-03-16 09:46:21,2025-03-26 09:46:21
77,U0109,True,2026-01-10 20:13:21,/secure/ids/U0109_id.pdf,2026-01-10 20:13:21,"[""5.3"", ""5.1.9"", ""3.3.7"", ""4.3.6""]","{""weekdays"": false, ""weekends"": true, ""evenings"": false}",4,PENDING,True,2026-01-10 20:13:21,2026-01-13 20:13:21
78,U0111,True,2025-08-19 14:11:30,/secure/ids/U0111_id.pdf,2025-08-19 14:11:30,"[""4.3.3"", ""3.3.5"", ""3.3.13""]","{""weekdays"": false, ""weekends"": true, ""evenings"": false}",4,PENDING,True,2025-08-19 14:11:30,2025-08-28 14:11:30
79,U0117,True,2025-04-09 16:24:24,/secure/ids/U0117_id.pdf,2025-04-09 16:24:24,"[""4.3.3"", ""3.3.13"", ""5.1.10""]","{""weekdays"": false, ""weekends"": true, ""evenings"": false}",4,PENDING,True,2025-04-09 16:24:24,2025-04-14 16:24:24
80,U0118,True,2026-02-26 14:56:46,/secure/ids/U0118_id.pdf,2026-02-26 14:56:46,"[""3.8"", ""3.4"", ""1.3.4"", ""5.3""]","{""weekdays"": false, ""weekends"": true, ""evenings"": true}",4,APPROVED,True,2026-02-26 14:56:46,2026-03-07 14:56:46
81,U0121,True,2025-04-09 06:11:19,/secure/ids/U0121_id.pdf,2025-04-09 06:11:19,"[""5.3"", ""3.3.5"", ""3.6""]","{""weekdays"": false, ""weekends"": true, ""evenings"": false}",4,PENDING,True,2025-04-09 06:11:19,2025-04-18 06:11:19
82,U0123,True,2025-03-13 02:30:51,/secure/ids/U0123_id.pdf,2025-03-13 02:30:51,"[""4.4""]","{""weekdays"": false, ""weekends"": false, ""evenings"": true}",4,APPROVED,True,2025-03-13 02:30:51,2025-03-21 02:30:51
83,U0124,True,2025-04-30 05:12:21,/secure/ids/U0124_id.pdf,2025-04-30 05:12:21,"[""3.4"", ""1.3.4""]","{""weekdays"": false, ""weekends"": false, ""evenings"": true}",4,UNDER_REVIEW,True,2025-04-30 05:12:21,2025-05-07 05:12:21
84,U0126,True,2025-11-12 01:43:56,/secure/ids/U0126_id.pdf,2025-11-12 01:43:56,"[""5.1.3"", ""3.3.3""]","{""weekdays"": false, ""weekends"": false, ""evenings"": true}",4,UNDER_REVIEW,True,2025-11-12 01:43:56,2025-11-13 01:43:56
85,U0127,True,2026-01-18 10:57:36,/secure/ids/U0127_id.pdf,2026-01-18 10:57:36,"[""6.1"", ""5.1.9""]","{""weekdays"": true, ""weekends"": false, ""evenings"": true}",4,UNDER_REVIEW,True,2026-01-18 10:57:36,2026-01-22 10:57:36
86,U0129,True,2025-10-03 16:21:07,/secure/ids/U0129_id.pdf,2025-10-03 16:21:07,"[""3.8""]","{""weekdays"": false, ""weekends"": true, ""evenings"": false}",4,PENDING,True,2025-10-03 16:21:07,2025-10-07 16:21:07
87,U0130,True,2025-03-03 10:47:24,/secure/ids/U0130_id.pdf,2025-03-03 10:47:24,"[""5.1.11"", ""6.1""]","{""weekdays"": true, ""weekends"": false, ""evenings"": false}",4,UNDER_REVIEW,True,2025-03-03 10:47:24,2025-03-08 10:47:24
88,U0131,True,2025-02-19 16:34:43,/secure/ids/U0131_id.pdf,2025-02-19 16:34:43,"[""3.6"", ""2.3""]","{""weekdays"": false, ""weekends"": true, ""evenings"": true}",4,APPROVED,True,2025-02-19 16:34:43,2025-02-27 16:34:43
89,U0132,True,2025-08-30 07:04:32,/secure/ids/U0132_id.pdf,2025-08-30 07:04:32,"[""2.4"", ""6.2"", ""5.1.7"", ""1.3.5""]","{""weekdays"": false, ""weekends"": false, ""evenings"": true}",4,UNDER_REVIEW,True,2025-08-30 07:04:32,2025-09-02 07:04:32
90,U0133,True,2025-09-11 15:18:23,/secure/ids/U0133_id.pdf,2025-09-11 15:18:23,"[""5.1.4""]","{""weekdays"": true, ""weekends"": true, ""evenings"": false}",4,APPROVED,True,2025-09-11 15:18:23,2025-09-13 15:18:23
91,U0134,True,2025-03-06 09:06:21,/secure/ids/U0134_id.pdf,2025-03-06 09:06:21,"[""5.1"", ""2.3"", ""6.6"", ""3.3.10""]","{""weekdays"": true, ""weekends"": true, ""evenings"": false}",4,UNDER_REVIEW,True,2025-03-06 09:06:21,2025-03-12 09:06:21
92,U0135,True,2025-05-14 00:30:52,/secure/ids/U0135_id.pdf,2025-05-14 00:30:52,"[""3.6"", ""5.1.8""]","{""weekdays"": false, ""weekends"": true, ""evenings"": true}",4,APPROVED,True,2025-05-14 00:30:52,2025-05-17 00:30:52
93,U0136,True,2025-04-21 10:41:39,/secure/ids/U0136_id.pdf,2025-04-21 10:41:39,"[""1.3.3"", ""5.1.11""]","{""weekdays"": true, ""weekends"": true, ""evenings"": true}",4,UNDER_REVIEW,True,2025-04-21 10:41:39,2025-04-25 10:41:39
94,U0137,True,2025-11-04 20:04:38,/secure/ids/U0137_id.pdf,2025-11-04 20:04:38,"[""6.3"", ""3.3.9""]","{""weekdays"": false, ""weekends"": true, ""evenings"": true}",4,UNDER_REVIEW,True,2025-11-04 20:04:38,2025-11-09 20:04:38
95,U0141,True,2025-03-07 07:03:06,/secure/ids/U0141_id.pdf,2025-03-07 07:03:06,"[""3.9""]","{""weekdays"": true, ""weekends"": true, ""evenings"": true}",4,UNDER_REVIEW,True,2025-03-07 07:03:06,2025-03-17 07:03:06
96,U0143,True,2025-12-26 17:57:55,/secure/ids/U0143_id.pdf,2025-12-26 17:57:55,"[""5.1.9"", ""6.5"", ""4.5"", ""4.3.2""]","{""weekdays"": false, ""weekends"": false, ""evenings"": true}",4,UNDER_REVIEW,True,2025-12-26 17:57:55,2026-01-01 17:57:55
97,U0146,True,2026-01-06 02:43:52,/secure/ids/U0146_id.pdf,2026-01-06 02:43:52,"[""3.3.2"", ""3.3.10"", ""6.6""]","{""weekdays"": true, ""weekends"": true, ""evenings"": true}",4,UNDER_REVIEW,True,2026-01-06 02:43:52,2026-01-09 02:43:52
98,U0147,True,2025-08-22 03:19:38,/secure/ids/U0147_id.pdf,2025-08-22 03:19:38,"[""1.3.5"", ""5.3"", ""5.4""]","{""weekdays"": false, ""weekends"": true, ""evenings"": true}",4,UNDER_REVIEW,True,2025-08-22 03:19:38,2025-08-23 03:19:38
